internal_id,variant_1,variant_2,properties_id,properties_value
4109,1,0,2,Does not play music
4109,1,0,3,No lighting
4109,1,0,4,
4109,1,0,5,
4109,2,0,1,Home Appliances
4109,2,0,2,Does not play music
4109,2,0,3,No lighting
4109,2,0,4,
4109,2,0,5,
4109,3,0,1,Home Appliances
4109,3,0,2,Does not play music
4109,3,0,3,No lighting
4109,3,0,4,
4109,3,0,5,
1802,0,0,1,Facility Decor
1802,0,0,2,Does not play music
1802,0,0,3,Monitor
1802,0,0,4,Orange juice
1802,0,0,5,Advertisement panel
1802,0,1,1,Facility Decor
1802,0,1,2,Does not play music
1802,0,1,3,Monitor
1802,0,1,4,Sports drink
1802,0,1,5,Advertisement panel
1802,0,2,1,Facility Decor
1802,0,2,2,Does not play music
1802,0,2,3,Monitor
1802,0,2,4,Sale
1802,0,2,5,Advertisement panel
1802,0,3,1,Facility Decor
1802,0,3,2,Does not play music
1802,0,3,3,Monitor
1802,0,3,4,Cute
1802,0,3,5,Advertisement panel
1802,1,0,1,Facility Decor
1802,1,0,2,Does not play music
1802,1,0,3,Monitor
1802,1,0,4,Orange juice
1802,1,0,5,Advertisement panel
1802,1,1,1,Facility Decor
1802,1,1,2,Does not play music
1802,1,1,3,Monitor
1802,1,1,4,Sports drink
1802,1,1,5,Advertisement panel
1802,1,2,1,Facility Decor
1802,1,2,2,Does not play music
1802,1,2,3,Monitor
1802,1,2,4,Sale
1802,1,2,5,Advertisement panel
1802,1,3,1,Facility Decor
1802,1,3,2,Does not play music
1802,1,3,3,Monitor
1802,1,3,4,Cute
1802,1,3,5,Advertisement panel
1802,2,0,1,Facility Decor
1802,2,0,2,Does not play music
1802,2,0,3,Monitor
1802,2,0,4,Orange juice
1802,2,0,5,Advertisement panel
1802,2,1,1,Facility Decor
1802,2,1,2,Does not play music
1802,2,1,3,Monitor
1802,2,1,4,Sports drink
1802,2,1,5,Advertisement panel
1802,2,2,1,Facility Decor
1802,2,2,2,Does not play music
1802,2,2,3,Monitor
1802,2,2,4,Sale
1802,2,2,5,Advertisement panel
1802,2,3,1,Facility Decor
1802,2,3,2,Does not play music
1802,2,3,3,Monitor
1802,2,3,4,Cute
1802,2,3,5,Advertisement panel
1802,3,0,1,Facility Decor
1802,3,0,2,Does not play music
1802,3,0,3,Monitor
1802,3,0,4,Orange juice
1802,3,0,5,Advertisement panel
1802,3,1,1,Facility Decor
1802,3,1,2,Does not play music
1802,3,1,3,Monitor
1802,3,1,4,Sports drink
1802,3,1,5,Advertisement panel
1802,3,2,1,Facility Decor
1802,3,2,2,Does not play music
1802,3,2,3,Monitor
1802,3,2,4,Sale
1802,3,2,5,Advertisement panel
1802,3,3,1,Facility Decor
1802,3,3,2,Does not play music
1802,3,3,3,Monitor
1802,3,3,4,Cute
1802,3,3,5,Advertisement panel
1802,4,0,1,Facility Decor
1802,4,0,2,Does not play music
1802,4,0,3,Monitor
1802,4,0,4,Orange juice
1802,4,0,5,Advertisement panel
1802,4,1,1,Facility Decor
1802,4,1,2,Does not play music
1802,4,1,3,Monitor
1802,4,1,4,Sports drink
1802,4,1,5,Advertisement panel
1802,4,2,1,Facility Decor
1802,4,2,2,Does not play music
1802,4,2,3,Monitor
1802,4,2,4,Sale
1802,4,2,5,Advertisement panel
1802,4,3,1,Facility Decor
1802,4,3,2,Does not play music
1802,4,3,3,Monitor
1802,4,3,4,Cute
1802,4,3,5,Advertisement panel
1802,5,0,1,Facility Decor
1802,5,0,2,Does not play music
1802,5,0,3,Monitor
1802,5,0,4,Orange juice
1802,5,0,5,Advertisement panel
1802,5,1,1,Facility Decor
1802,5,1,2,Does not play music
1802,5,1,3,Monitor
1802,5,1,4,Sports drink
1802,5,1,5,Advertisement panel
1802,5,2,1,Facility Decor
1802,5,2,2,Does not play music
1802,5,2,3,Monitor
1802,5,2,4,Sale
1802,5,2,5,Advertisement panel
1802,5,3,1,Facility Decor
1802,5,3,2,Does not play music
1802,5,3,3,Monitor
1802,5,3,4,Cute
1802,5,3,5,Advertisement panel
2319,0,0,1,Playground
2319,0,0,2,Does not play music
2319,0,0,3,No lighting
2319,0,0,4,
2319,0,0,5,
2319,1,0,1,Playground
2319,1,0,2,Does not play music
2319,1,0,3,No lighting
2319,1,0,4,
2319,1,0,5,
2319,2,0,1,Playground
2319,2,0,2,Does not play music
2319,2,0,3,No lighting
2319,2,0,4,
2319,2,0,5,
2319,3,0,1,Playground
2319,3,0,2,Does not play music
2319,3,0,3,No lighting
2319,3,0,4,
2319,3,0,5,
1803,0,0,1,Musical Instrument
1803,0,0,2,Does not play music
1803,0,0,3,No lighting
1803,0,0,4,Smooth white
1803,0,0,5,Bass drum head
1803,0,1,1,Musical Instrument
1803,0,1,2,Does not play music
1803,0,1,3,No lighting
1803,0,1,4,Glossy black
1803,0,1,5,Bass drum head
1803,0,2,1,Musical Instrument
1803,0,2,2,Does not play music
1803,0,2,3,No lighting
1803,0,2,4,Black with logo
1803,0,2,5,Bass drum head
1803,0,3,1,Musical Instrument
1803,0,3,2,Does not play music
1803,0,3,3,No lighting
1803,0,3,4,White with logo
1803,0,3,5,Bass drum head
1803,0,4,1,Musical Instrument
1803,0,4,2,Does not play music
1803,0,4,3,No lighting
1803,0,4,4,Rock logo
1803,0,4,5,Bass drum head
1803,0,5,1,Musical Instrument
1803,0,5,2,Does not play music
1803,0,5,3,No lighting
1803,0,5,4,Vintage logo
1803,0,5,5,Bass drum head
1803,1,0,1,Musical Instrument
1803,1,0,2,Does not play music
1803,1,0,3,No lighting
1803,1,0,4,Smooth white
1803,1,0,5,Bass drum head
1803,1,1,1,Musical Instrument
1803,1,1,2,Does not play music
1803,1,1,3,No lighting
1803,1,1,4,Glossy black
1803,1,1,5,Bass drum head
1803,1,2,1,Musical Instrument
1803,1,2,2,Does not play music
1803,1,2,3,No lighting
1803,1,2,4,Black with logo
1803,1,2,5,Bass drum head
1803,1,3,1,Musical Instrument
1803,1,3,2,Does not play music
1803,1,3,3,No lighting
1803,1,3,4,White with logo
1803,1,3,5,Bass drum head
1803,1,4,1,Musical Instrument
1803,1,4,2,Does not play music
1803,1,4,3,No lighting
1803,1,4,4,Rock logo
1803,1,4,5,Bass drum head
1803,1,5,1,Musical Instrument
1803,1,5,2,Does not play music
1803,1,5,3,No lighting
1803,1,5,4,Vintage logo
1803,1,5,5,Bass drum head
1803,2,0,1,Musical Instrument
1803,2,0,2,Does not play music
1803,2,0,3,No lighting
1803,2,0,4,Smooth white
1803,2,0,5,Bass drum head
1803,2,1,1,Musical Instrument
1803,2,1,2,Does not play music
1803,2,1,3,No lighting
1803,2,1,4,Glossy black
1803,2,1,5,Bass drum head
1803,2,2,1,Musical Instrument
1803,2,2,2,Does not play music
1803,2,2,3,No lighting
1803,2,2,4,Black with logo
1803,2,2,5,Bass drum head
1803,2,3,1,Musical Instrument
1803,2,3,2,Does not play music
1803,2,3,3,No lighting
1803,2,3,4,White with logo
1803,2,3,5,Bass drum head
1803,2,4,1,Musical Instrument
1803,2,4,2,Does not play music
1803,2,4,3,No lighting
1803,2,4,4,Rock logo
1803,2,4,5,Bass drum head
1803,2,5,1,Musical Instrument
1803,2,5,2,Does not play music
1803,2,5,3,No lighting
1803,2,5,4,Vintage logo
1803,2,5,5,Bass drum head
1803,3,0,1,Musical Instrument
1803,3,0,2,Does not play music
1803,3,0,3,No lighting
1803,3,0,4,Smooth white
1803,3,0,5,Bass drum head
1803,3,1,1,Musical Instrument
1803,3,1,2,Does not play music
1803,3,1,3,No lighting
1803,3,1,4,Glossy black
1803,3,1,5,Bass drum head
1803,3,2,1,Musical Instrument
1803,3,2,2,Does not play music
1803,3,2,3,No lighting
1803,3,2,4,Black with logo
1803,3,2,5,Bass drum head
1803,3,3,1,Musical Instrument
1803,3,3,2,Does not play music
1803,3,3,3,No lighting
1803,3,3,4,White with logo
1803,3,3,5,Bass drum head
1803,3,4,1,Musical Instrument
1803,3,4,2,Does not play music
1803,3,4,3,No lighting
1803,3,4,4,Rock logo
1803,3,4,5,Bass drum head
1803,3,5,1,Musical Instrument
1803,3,5,2,Does not play music
1803,3,5,3,No lighting
1803,3,5,4,Vintage logo
1803,3,5,5,Bass drum head
1803,4,0,1,Musical Instrument
1803,4,0,2,Does not play music
1803,4,0,3,No lighting
1803,4,0,4,Smooth white
1803,4,0,5,Bass drum head
1803,4,1,1,Musical Instrument
1803,4,1,2,Does not play music
1803,4,1,3,No lighting
1803,4,1,4,Glossy black
1803,4,1,5,Bass drum head
1803,4,2,1,Musical Instrument
1803,4,2,2,Does not play music
1803,4,2,3,No lighting
1803,4,2,4,Black with logo
1803,4,2,5,Bass drum head
1803,4,3,1,Musical Instrument
1803,4,3,2,Does not play music
1803,4,3,3,No lighting
1803,4,3,4,White with logo
1803,4,3,5,Bass drum head
1803,4,4,1,Musical Instrument
1803,4,4,2,Does not play music
1803,4,4,3,No lighting
1803,4,4,4,Rock logo
1803,4,4,5,Bass drum head
1803,4,5,1,Musical Instrument
1803,4,5,2,Does not play music
1803,4,5,3,No lighting
1803,4,5,4,Vintage logo
1803,4,5,5,Bass drum head
1803,5,0,1,Musical Instrument
1803,5,0,2,Does not play music
1803,5,0,3,No lighting
1803,5,0,4,Smooth white
1803,5,0,5,Bass drum head
1803,5,1,1,Musical Instrument
1803,5,1,2,Does not play music
1803,5,1,3,No lighting
1803,5,1,4,Glossy black
1803,5,1,5,Bass drum head
1803,5,2,1,Musical Instrument
1803,5,2,2,Does not play music
1803,5,2,3,No lighting
1803,5,2,4,Black with logo
1803,5,2,5,Bass drum head
1803,5,3,1,Musical Instrument
1803,5,3,2,Does not play music
1803,5,3,3,No lighting
1803,5,3,4,White with logo
1803,5,3,5,Bass drum head
1803,5,4,1,Musical Instrument
1803,5,4,2,Does not play music
1803,5,4,3,No lighting
1803,5,4,4,Rock logo
1803,5,4,5,Bass drum head
1803,5,5,1,Musical Instrument
1803,5,5,2,Does not play music
1803,5,5,3,No lighting
1803,5,5,4,Vintage logo
1803,5,5,5,Bass drum head
1803,6,0,1,Musical Instrument
1803,6,0,2,Does not play music
1803,6,0,3,No lighting
1803,6,0,4,Smooth white
1803,6,0,5,Bass drum head
1803,6,1,1,Musical Instrument
1803,6,1,2,Does not play music
1803,6,1,3,No lighting
1803,6,1,4,Glossy black
1803,6,1,5,Bass drum head
1803,6,2,1,Musical Instrument
1803,6,2,2,Does not play music
1803,6,2,3,No lighting
1803,6,2,4,Black with logo
1803,6,2,5,Bass drum head
1803,6,3,1,Musical Instrument
1803,6,3,2,Does not play music
1803,6,3,3,No lighting
1803,6,3,4,White with logo
1803,6,3,5,Bass drum head
1803,6,4,1,Musical Instrument
1803,6,4,2,Does not play music
1803,6,4,3,No lighting
1803,6,4,4,Rock logo
1803,6,4,5,Bass drum head
1803,6,5,1,Musical Instrument
1803,6,5,2,Does not play music
1803,6,5,3,No lighting
1803,6,5,4,Vintage logo
1803,6,5,5,Bass drum head
1803,7,0,1,Musical Instrument
1803,7,0,2,Does not play music
1803,7,0,3,No lighting
1803,7,0,4,Smooth white
1803,7,0,5,Bass drum head
1803,7,1,1,Musical Instrument
1803,7,1,2,Does not play music
1803,7,1,3,No lighting
1803,7,1,4,Glossy black
1803,7,1,5,Bass drum head
1803,7,2,1,Musical Instrument
1803,7,2,2,Does not play music
1803,7,2,3,No lighting
1803,7,2,4,Black with logo
1803,7,2,5,Bass drum head
1803,7,3,1,Musical Instrument
1803,7,3,2,Does not play music
1803,7,3,3,No lighting
1803,7,3,4,White with logo
1803,7,3,5,Bass drum head
1803,7,4,1,Musical Instrument
1803,7,4,2,Does not play music
1803,7,4,3,No lighting
1803,7,4,4,Rock logo
1803,7,4,5,Bass drum head
1803,7,5,1,Musical Instrument
1803,7,5,2,Does not play music
1803,7,5,3,No lighting
1803,7,5,4,Vintage logo
1803,7,5,5,Bass drum head
7789,0,0,1,Supplies
7789,0,0,2,Does not play music
7789,0,0,3,No lighting
7789,0,0,4,
7789,0,0,5,
7789,1,0,1,Supplies
7789,1,0,2,Does not play music
7789,1,0,3,No lighting
7789,1,0,4,
7789,1,0,5,
7789,2,0,1,Supplies
7789,2,0,2,Does not play music
7789,2,0,3,No lighting
7789,2,0,4,
7789,2,0,5,
7789,3,0,1,Supplies
7789,3,0,2,Does not play music
7789,3,0,3,No lighting
7789,3,0,4,
7789,3,0,5,
950,0,0,1,Musical Instrument
950,0,0,2,Does not play music
950,0,0,3,No lighting
950,0,0,4,
950,0,0,5,Sticker area
950,0,1,1,Musical Instrument
950,0,1,2,Does not play music
950,0,1,3,No lighting
950,0,1,4,Familiar logo
950,0,1,5,Sticker area
950,0,2,1,Musical Instrument
950,0,2,2,Does not play music
950,0,2,3,No lighting
950,0,2,4,Chic logo
950,0,2,5,Sticker area
950,0,3,1,Musical Instrument
950,0,3,2,Does not play music
950,0,3,3,No lighting
950,0,3,4,Rock logo
950,0,3,5,Sticker area
950,0,4,1,Musical Instrument
950,0,4,2,Does not play music
950,0,4,3,No lighting
950,0,4,4,Emblem logo
950,0,4,5,Sticker area
950,0,5,1,Musical Instrument
950,0,5,2,Does not play music
950,0,5,3,No lighting
950,0,5,4,Handwritten logo
950,0,5,5,Sticker area
950,0,6,1,Musical Instrument
950,0,6,2,Does not play music
950,0,6,3,No lighting
950,0,6,4,Pop logo
950,0,6,5,Sticker area
950,0,7,1,Musical Instrument
950,0,7,2,Does not play music
950,0,7,3,No lighting
950,0,7,4,Cute logo
950,0,7,5,Sticker area
950,1,0,1,Musical Instrument
950,1,0,2,Does not play music
950,1,0,3,No lighting
950,1,0,4,
950,1,0,5,Sticker area
950,1,1,1,Musical Instrument
950,1,1,2,Does not play music
950,1,1,3,No lighting
950,1,1,4,Familiar logo
950,1,1,5,Sticker area
950,1,2,1,Musical Instrument
950,1,2,2,Does not play music
950,1,2,3,No lighting
950,1,2,4,Chic logo
950,1,2,5,Sticker area
950,1,3,1,Musical Instrument
950,1,3,2,Does not play music
950,1,3,3,No lighting
950,1,3,4,Rock logo
950,1,3,5,Sticker area
950,1,4,1,Musical Instrument
950,1,4,2,Does not play music
950,1,4,3,No lighting
950,1,4,4,Emblem logo
950,1,4,5,Sticker area
950,1,5,1,Musical Instrument
950,1,5,2,Does not play music
950,1,5,3,No lighting
950,1,5,4,Handwritten logo
950,1,5,5,Sticker area
950,1,6,1,Musical Instrument
950,1,6,2,Does not play music
950,1,6,3,No lighting
950,1,6,4,Pop logo
950,1,6,5,Sticker area
950,1,7,1,Musical Instrument
950,1,7,2,Does not play music
950,1,7,3,No lighting
950,1,7,4,Cute logo
950,1,7,5,Sticker area
950,2,0,1,Musical Instrument
950,2,0,2,Does not play music
950,2,0,3,No lighting
950,2,0,4,
950,2,0,5,Sticker area
950,2,1,1,Musical Instrument
950,2,1,2,Does not play music
950,2,1,3,No lighting
950,2,1,4,Familiar logo
950,2,1,5,Sticker area
950,2,2,1,Musical Instrument
950,2,2,2,Does not play music
950,2,2,3,No lighting
950,2,2,4,Chic logo
950,2,2,5,Sticker area
950,2,3,1,Musical Instrument
950,2,3,2,Does not play music
950,2,3,3,No lighting
950,2,3,4,Rock logo
950,2,3,5,Sticker area
950,2,4,1,Musical Instrument
950,2,4,2,Does not play music
950,2,4,3,No lighting
950,2,4,4,Emblem logo
950,2,4,5,Sticker area
950,2,5,1,Musical Instrument
950,2,5,2,Does not play music
950,2,5,3,No lighting
950,2,5,4,Handwritten logo
950,2,5,5,Sticker area
950,2,6,1,Musical Instrument
950,2,6,2,Does not play music
950,2,6,3,No lighting
950,2,6,4,Pop logo
950,2,6,5,Sticker area
950,2,7,1,Musical Instrument
950,2,7,2,Does not play music
950,2,7,3,No lighting
950,2,7,4,Cute logo
950,2,7,5,Sticker area
950,3,0,1,Musical Instrument
950,3,0,2,Does not play music
950,3,0,3,No lighting
950,3,0,4,
950,3,0,5,Sticker area
950,3,1,1,Musical Instrument
950,3,1,2,Does not play music
950,3,1,3,No lighting
950,3,1,4,Familiar logo
950,3,1,5,Sticker area
950,3,2,1,Musical Instrument
950,3,2,2,Does not play music
950,3,2,3,No lighting
950,3,2,4,Chic logo
950,3,2,5,Sticker area
950,3,3,1,Musical Instrument
950,3,3,2,Does not play music
950,3,3,3,No lighting
950,3,3,4,Rock logo
950,3,3,5,Sticker area
950,3,4,1,Musical Instrument
950,3,4,2,Does not play music
950,3,4,3,No lighting
950,3,4,4,Emblem logo
950,3,4,5,Sticker area
950,3,5,1,Musical Instrument
950,3,5,2,Does not play music
950,3,5,3,No lighting
950,3,5,4,Handwritten logo
950,3,5,5,Sticker area
950,3,6,1,Musical Instrument
950,3,6,2,Does not play music
950,3,6,3,No lighting
950,3,6,4,Pop logo
950,3,6,5,Sticker area
950,3,7,1,Musical Instrument
950,3,7,2,Does not play music
950,3,7,3,No lighting
950,3,7,4,Cute logo
950,3,7,5,Sticker area
950,4,0,1,Musical Instrument
950,4,0,2,Does not play music
950,4,0,3,No lighting
950,4,0,4,
950,4,0,5,Sticker area
950,4,1,1,Musical Instrument
950,4,1,2,Does not play music
950,4,1,3,No lighting
950,4,1,4,Familiar logo
950,4,1,5,Sticker area
950,4,2,1,Musical Instrument
950,4,2,2,Does not play music
950,4,2,3,No lighting
950,4,2,4,Chic logo
950,4,2,5,Sticker area
950,4,3,1,Musical Instrument
950,4,3,2,Does not play music
950,4,3,3,No lighting
950,4,3,4,Rock logo
950,4,3,5,Sticker area
950,4,4,1,Musical Instrument
950,4,4,2,Does not play music
950,4,4,3,No lighting
950,4,4,4,Emblem logo
950,4,4,5,Sticker area
950,4,5,1,Musical Instrument
950,4,5,2,Does not play music
950,4,5,3,No lighting
950,4,5,4,Handwritten logo
950,4,5,5,Sticker area
950,4,6,1,Musical Instrument
950,4,6,2,Does not play music
950,4,6,3,No lighting
950,4,6,4,Pop logo
950,4,6,5,Sticker area
950,4,7,1,Musical Instrument
950,4,7,2,Does not play music
950,4,7,3,No lighting
950,4,7,4,Cute logo
950,4,7,5,Sticker area
950,5,0,1,Musical Instrument
950,5,0,2,Does not play music
950,5,0,3,No lighting
950,5,0,4,
950,5,0,5,Sticker area
950,5,1,1,Musical Instrument
950,5,1,2,Does not play music
950,5,1,3,No lighting
950,5,1,4,Familiar logo
950,5,1,5,Sticker area
950,5,2,1,Musical Instrument
950,5,2,2,Does not play music
950,5,2,3,No lighting
950,5,2,4,Chic logo
950,5,2,5,Sticker area
950,5,3,1,Musical Instrument
950,5,3,2,Does not play music
950,5,3,3,No lighting
950,5,3,4,Rock logo
950,5,3,5,Sticker area
950,5,4,1,Musical Instrument
950,5,4,2,Does not play music
950,5,4,3,No lighting
950,5,4,4,Emblem logo
950,5,4,5,Sticker area
950,5,5,1,Musical Instrument
950,5,5,2,Does not play music
950,5,5,3,No lighting
950,5,5,4,Handwritten logo
950,5,5,5,Sticker area
950,5,6,1,Musical Instrument
950,5,6,2,Does not play music
950,5,6,3,No lighting
950,5,6,4,Pop logo
950,5,6,5,Sticker area
950,5,7,1,Musical Instrument
950,5,7,2,Does not play music
950,5,7,3,No lighting
950,5,7,4,Cute logo
950,5,7,5,Sticker area
7865,0,0,1,Japanese Style
7865,0,0,2,Does not play music
7865,0,0,3,No lighting
7865,0,0,4,
7865,0,0,5,
7865,1,0,1,Japanese Style
7865,1,0,2,Does not play music
7865,1,0,3,No lighting
7865,1,0,4,
7865,1,0,5,
7865,2,0,1,Japanese Style
7865,2,0,2,Does not play music
7865,2,0,3,No lighting
7865,2,0,4,
7865,2,0,5,
7865,3,0,1,Japanese Style
7865,3,0,2,Does not play music
7865,3,0,3,No lighting
7865,3,0,4,
7865,3,0,5,
7865,4,0,1,Japanese Style
7865,4,0,2,Does not play music
7865,4,0,3,No lighting
7865,4,0,4,
7865,4,0,5,
1804,0,0,1,Musical Instrument
1804,0,0,2,Does not play music
1804,0,0,3,No lighting
1804,0,0,4,
1804,0,0,5,
1804,1,0,1,Musical Instrument
1804,1,0,2,Does not play music
1804,1,0,3,No lighting
1804,1,0,4,
1804,1,0,5,
1804,2,0,1,Musical Instrument
1804,2,0,2,Does not play music
1804,2,0,3,No lighting
1804,2,0,4,
1804,2,0,5,
1804,3,0,1,Musical Instrument
1804,3,0,2,Does not play music
1804,3,0,3,No lighting
1804,3,0,4,
1804,3,0,5,
1804,4,0,1,Musical Instrument
1804,4,0,2,Does not play music
1804,4,0,3,No lighting
1804,4,0,4,
1804,4,0,5,
1804,5,0,1,Musical Instrument
1804,5,0,2,Does not play music
1804,5,0,3,No lighting
1804,5,0,4,
1804,5,0,5,
1804,6,0,1,Musical Instrument
1804,6,0,2,Does not play music
1804,6,0,3,No lighting
1804,6,0,4,
1804,6,0,5,
1804,7,0,1,Musical Instrument
1804,7,0,2,Does not play music
1804,7,0,3,No lighting
1804,7,0,4,
1804,7,0,5,
1645,0,0,1,Musical Instrument
1645,0,0,2,Does not play music
1645,0,0,3,No lighting
1645,0,0,4,
1645,0,0,5,Sticker area
1645,0,1,1,Musical Instrument
1645,0,1,2,Does not play music
1645,0,1,3,No lighting
1645,0,1,4,Familiar logo
1645,0,1,5,Sticker area
1645,0,2,1,Musical Instrument
1645,0,2,2,Does not play music
1645,0,2,3,No lighting
1645,0,2,4,Chic logo
1645,0,2,5,Sticker area
1645,0,3,1,Musical Instrument
1645,0,3,2,Does not play music
1645,0,3,3,No lighting
1645,0,3,4,Rock logo
1645,0,3,5,Sticker area
1645,0,4,1,Musical Instrument
1645,0,4,2,Does not play music
1645,0,4,3,No lighting
1645,0,4,4,Emblem logo
1645,0,4,5,Sticker area
1645,0,5,1,Musical Instrument
1645,0,5,2,Does not play music
1645,0,5,3,No lighting
1645,0,5,4,Handwritten logo
1645,0,5,5,Sticker area
1645,0,6,1,Musical Instrument
1645,0,6,2,Does not play music
1645,0,6,3,No lighting
1645,0,6,4,Pop logo
1645,0,6,5,Sticker area
1645,0,7,1,Musical Instrument
1645,0,7,2,Does not play music
1645,0,7,3,No lighting
1645,0,7,4,Cute logo
1645,0,7,5,Sticker area
1645,1,0,1,Musical Instrument
1645,1,0,2,Does not play music
1645,1,0,3,No lighting
1645,1,0,4,
1645,1,0,5,Sticker area
1645,1,1,1,Musical Instrument
1645,1,1,2,Does not play music
1645,1,1,3,No lighting
1645,1,1,4,Familiar logo
1645,1,1,5,Sticker area
1645,1,2,1,Musical Instrument
1645,1,2,2,Does not play music
1645,1,2,3,No lighting
1645,1,2,4,Chic logo
1645,1,2,5,Sticker area
1645,1,3,1,Musical Instrument
1645,1,3,2,Does not play music
1645,1,3,3,No lighting
1645,1,3,4,Rock logo
1645,1,3,5,Sticker area
1645,1,4,1,Musical Instrument
1645,1,4,2,Does not play music
1645,1,4,3,No lighting
1645,1,4,4,Emblem logo
1645,1,4,5,Sticker area
1645,1,5,1,Musical Instrument
1645,1,5,2,Does not play music
1645,1,5,3,No lighting
1645,1,5,4,Handwritten logo
1645,1,5,5,Sticker area
1645,1,6,1,Musical Instrument
1645,1,6,2,Does not play music
1645,1,6,3,No lighting
1645,1,6,4,Pop logo
1645,1,6,5,Sticker area
1645,1,7,1,Musical Instrument
1645,1,7,2,Does not play music
1645,1,7,3,No lighting
1645,1,7,4,Cute logo
1645,1,7,5,Sticker area
1645,2,0,1,Musical Instrument
1645,2,0,2,Does not play music
1645,2,0,3,No lighting
1645,2,0,4,
1645,2,0,5,Sticker area
1645,2,1,1,Musical Instrument
1645,2,1,2,Does not play music
1645,2,1,3,No lighting
1645,2,1,4,Familiar logo
1645,2,1,5,Sticker area
1645,2,2,1,Musical Instrument
1645,2,2,2,Does not play music
1645,2,2,3,No lighting
1645,2,2,4,Chic logo
1645,2,2,5,Sticker area
1645,2,3,1,Musical Instrument
1645,2,3,2,Does not play music
1645,2,3,3,No lighting
1645,2,3,4,Rock logo
1645,2,3,5,Sticker area
1645,2,4,1,Musical Instrument
1645,2,4,2,Does not play music
1645,2,4,3,No lighting
1645,2,4,4,Emblem logo
1645,2,4,5,Sticker area
1645,2,5,1,Musical Instrument
1645,2,5,2,Does not play music
1645,2,5,3,No lighting
1645,2,5,4,Handwritten logo
1645,2,5,5,Sticker area
1645,2,6,1,Musical Instrument
1645,2,6,2,Does not play music
1645,2,6,3,No lighting
1645,2,6,4,Pop logo
1645,2,6,5,Sticker area
1645,2,7,1,Musical Instrument
1645,2,7,2,Does not play music
1645,2,7,3,No lighting
1645,2,7,4,Cute logo
1645,2,7,5,Sticker area
1645,3,0,1,Musical Instrument
1645,3,0,2,Does not play music
1645,3,0,3,No lighting
1645,3,0,4,
1645,3,0,5,Sticker area
1645,3,1,1,Musical Instrument
1645,3,1,2,Does not play music
1645,3,1,3,No lighting
1645,3,1,4,Familiar logo
1645,3,1,5,Sticker area
1645,3,2,1,Musical Instrument
1645,3,2,2,Does not play music
1645,3,2,3,No lighting
1645,3,2,4,Chic logo
1645,3,2,5,Sticker area
1645,3,3,1,Musical Instrument
1645,3,3,2,Does not play music
1645,3,3,3,No lighting
1645,3,3,4,Rock logo
1645,3,3,5,Sticker area
1645,3,4,1,Musical Instrument
1645,3,4,2,Does not play music
1645,3,4,3,No lighting
1645,3,4,4,Emblem logo
1645,3,4,5,Sticker area
1645,3,5,1,Musical Instrument
1645,3,5,2,Does not play music
1645,3,5,3,No lighting
1645,3,5,4,Handwritten logo
1645,3,5,5,Sticker area
1645,3,6,1,Musical Instrument
1645,3,6,2,Does not play music
1645,3,6,3,No lighting
1645,3,6,4,Pop logo
1645,3,6,5,Sticker area
1645,3,7,1,Musical Instrument
1645,3,7,2,Does not play music
1645,3,7,3,No lighting
1645,3,7,4,Cute logo
1645,3,7,5,Sticker area
1645,4,0,1,Musical Instrument
1645,4,0,2,Does not play music
1645,4,0,3,No lighting
1645,4,0,4,
1645,4,0,5,Sticker area
1645,4,1,1,Musical Instrument
1645,4,1,2,Does not play music
1645,4,1,3,No lighting
1645,4,1,4,Familiar logo
1645,4,1,5,Sticker area
1645,4,2,1,Musical Instrument
1645,4,2,2,Does not play music
1645,4,2,3,No lighting
1645,4,2,4,Chic logo
1645,4,2,5,Sticker area
1645,4,3,1,Musical Instrument
1645,4,3,2,Does not play music
1645,4,3,3,No lighting
1645,4,3,4,Rock logo
1645,4,3,5,Sticker area
1645,4,4,1,Musical Instrument
1645,4,4,2,Does not play music
1645,4,4,3,No lighting
1645,4,4,4,Emblem logo
1645,4,4,5,Sticker area
1645,4,5,1,Musical Instrument
1645,4,5,2,Does not play music
1645,4,5,3,No lighting
1645,4,5,4,Handwritten logo
1645,4,5,5,Sticker area
1645,4,6,1,Musical Instrument
1645,4,6,2,Does not play music
1645,4,6,3,No lighting
1645,4,6,4,Pop logo
1645,4,6,5,Sticker area
1645,4,7,1,Musical Instrument
1645,4,7,2,Does not play music
1645,4,7,3,No lighting
1645,4,7,4,Cute logo
1645,4,7,5,Sticker area
1645,5,0,1,Musical Instrument
1645,5,0,2,Does not play music
1645,5,0,3,No lighting
1645,5,0,4,
1645,5,0,5,Sticker area
1645,5,1,1,Musical Instrument
1645,5,1,2,Does not play music
1645,5,1,3,No lighting
1645,5,1,4,Familiar logo
1645,5,1,5,Sticker area
1645,5,2,1,Musical Instrument
1645,5,2,2,Does not play music
1645,5,2,3,No lighting
1645,5,2,4,Chic logo
1645,5,2,5,Sticker area
1645,5,3,1,Musical Instrument
1645,5,3,2,Does not play music
1645,5,3,3,No lighting
1645,5,3,4,Rock logo
1645,5,3,5,Sticker area
1645,5,4,1,Musical Instrument
1645,5,4,2,Does not play music
1645,5,4,3,No lighting
1645,5,4,4,Emblem logo
1645,5,4,5,Sticker area
1645,5,5,1,Musical Instrument
1645,5,5,2,Does not play music
1645,5,5,3,No lighting
1645,5,5,4,Handwritten logo
1645,5,5,5,Sticker area
1645,5,6,1,Musical Instrument
