item_name,variation,body_title,pattern,pattern_title,diy,body_customize,pattern_customize,kit_cost,buy,sell,color_1,color_2,miles_price,source,source_notes,version,hha_concept_1,hha_concept_2,hha_series,hha_set,interact,tag,outdoor,speaker_type,lightning_type,catalog,file_name,internal_id,unique_entry_id,variant_1,variant_2,size_x,size_y
clothesline,,,White,Drying shirt,1,0,1,2,,100,Brown,White,,Crafting,,1.0.0,garden,,,,No,Supplies,1,Does not play music,No lighting,0,FtrClothesline_Remake_0_0,3229,oyCJQHBWZPnKHtJw3,0,0,2,0.5
clothesline,,,Well-used,Drying shirt,1,0,1,2,,100,Brown,Beige,,Crafting,,1.0.0,garden,,,,No,Supplies,1,Does not play music,No lighting,0,FtrClothesline_Remake_0_1,3229,FxWT49hFwfwCs89FZ,0,1,2,0.5
clothesline,,,Blue stripes,Drying shirt,1,0,1,2,,100,Brown,Blue,,Crafting,,1.0.0,garden,,,,No,Supplies,1,Does not play music,No lighting,0,FtrClothesline_Remake_0_2,3229,5ijmxpyyoHK8QGdFn,0,2,2,0.5
clothesline,,,Red plaid,Drying shirt,1,0,1,2,,100,Brown,Red,,Crafting,,1.0.0,garden,,,,No,Supplies,1,Does not play music,No lighting,0,FtrClothesline_Remake_0_3,3229,9uFNQPxDzpG3fSqkK,0,3,2,0.5
clothesline,,,Green plaid,Drying shirt,1,0,1,2,,100,Brown,Green,,Crafting,,1.0.0,garden,,,,No,Supplies,1,Does not play music,No lighting,0,FtrClothesline_Remake_0_4,3229,Fk5H349YAQ4tmo7wi,0,4,2,0.5
clothesline pole,Silver,,Plain,Drying shirt,0,0,1,1,1100,275,Gray,White,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,bathroom,,,No,Supplies,1,Does not play music,No lighting,1,FtrClotheshorse_Remake_0_0,1778,7T6ZZSQSeEKLkJoPW,0,0,2,0.5
clothesline pole,Silver,,PE shirt,Drying shirt,0,0,1,1,1100,275,Gray,Beige,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,bathroom,,,No,Supplies,1,Does not play music,No lighting,1,FtrClotheshorse_Remake_0_1,1778,MddTaK2Fp5EEi2JRx,0,1,2,0.5
clothesline pole,Silver,,Fish,Drying shirt,0,0,1,1,1100,275,Gray,Light blue,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,bathroom,,,No,Supplies,1,Does not play music,No lighting,1,FtrClotheshorse_Remake_0_2,1778,6oxsBNTrGjH9F3v86,0,2,2,0.5
clothesline pole,Silver,,Carrot,Drying shirt,0,0,1,1,1100,275,Gray,Yellow,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,bathroom,,,No,Supplies,1,Does not play music,No lighting,1,FtrClotheshorse_Remake_0_3,1778,wAqJ6dPrpZjkas5DQ,0,3,2,0.5
clothesline pole,Blue,,Plain,Drying shirt,0,0,1,1,1100,275,Light blue,White,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,bathroom,,,No,Supplies,1,Does not play music,No lighting,1,FtrClotheshorse_Remake_1_0,1778,3Z6RxYv5S3MN3L4Xt,1,0,2,0.5
clothesline pole,Blue,,PE shirt,Drying shirt,0,0,1,1,1100,275,Light blue,Beige,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,bathroom,,,No,Supplies,1,Does not play music,No lighting,1,FtrClotheshorse_Remake_1_1,1778,2RWTEJdXXiP8qEmAe,1,1,2,0.5
clothesline pole,Blue,,Fish,Drying shirt,0,0,1,1,1100,275,Light blue,Light blue,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,bathroom,,,No,Supplies,1,Does not play music,No lighting,1,FtrClotheshorse_Remake_1_2,1778,QufzYA49JBsMH5ugW,1,2,2,0.5
clothesline pole,Blue,,Carrot,Drying shirt,0,0,1,1,1100,275,Light blue,Yellow,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,bathroom,,,No,Supplies,1,Does not play music,No lighting,1,FtrClotheshorse_Remake_1_3,1778,e2PoQ963EkHdnR9Gh,1,3,2,0.5
colorful wheel,Colorful numbers,,,,0,0,0,,2900,725,Colorful,Colorful,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,party,,,,Yes,Toy,0,Does not play music,No lighting,1,FtrRoulette_Remake_0_0,1112,BEs85a3zkwegASuCm,0,0,2,1
colorful wheel,Two-toned numbers,,,,0,0,0,,2900,725,Blue,White,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,party,,,,Yes,Toy,0,Does not play music,No lighting,1,FtrRoulette_Remake_1_0,1112,CETab9qadQH7DuR24,1,0,2,1
colorful wheel,Win or lose,,,,0,0,0,,2900,725,Purple,Yellow,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,party,,,,Yes,Toy,0,Does not play music,No lighting,1,FtrRoulette_Remake_2_0,1112,i48gjmGQCjTFtsffB,2,0,2,1
colorful wheel,Black & red,,,,0,0,0,,2900,725,Red,Black,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,party,,,,Yes,Toy,0,Does not play music,No lighting,1,FtrRoulette_Remake_3_0,1112,vw9DarP73xCqTHm6i,3,0,2,1
colorful wheel,Items,,,,0,0,0,,2900,725,Colorful,Colorful,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,party,,,,Yes,Toy,0,Does not play music,No lighting,1,FtrRoulette_Remake_4_0,1112,njtwJ2XoPgkvdfhuz,4,0,2,1
cone,Red,,,,0,0,0,,630,157,Red,Red,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,garage,,,No,Vehicle,1,Does not play music,No lighting,1,FtrPylon_Remake_0_0,146,ruXYYTwLnkDh6GxNL,0,0,1,1
cone,Blue,,,,0,0,0,,630,157,Blue,Blue,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,garage,,,No,Vehicle,1,Does not play music,No lighting,1,FtrPylon_Remake_1_0,146,KKHLamBNiboMy49fp,1,0,1,1
cone,Yellow,,,,0,0,0,,630,157,Yellow,Yellow,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,garage,,,No,Vehicle,1,Does not play music,No lighting,1,FtrPylon_Remake_2_0,146,nWhxKBPxDJg5GBWYK,2,0,1,1
cone,White,,,,0,0,0,,630,157,White,White,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,garage,,,No,Vehicle,1,Does not play music,No lighting,1,FtrPylon_Remake_3_0,146,2fvMZtzN6vw4sHxSK,3,0,1,1
cone,Red stripes,,,,0,0,0,,630,157,Red,White,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,garage,,,No,Vehicle,1,Does not play music,No lighting,1,FtrPylon_Remake_4_0,146,htsp838zt3prgkoNo,4,0,1,1
cone,Green stripes,,,,0,0,0,,630,157,Green,White,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,garage,,,No,Vehicle,1,Does not play music,No lighting,1,FtrPylon_Remake_5_0,146,h9YhnWJABFKin2PW8,5,0,1,1
cone,Reflective stripes,,,,0,0,0,,630,157,Red,White,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,garage,,,No,Vehicle,1,Does not play music,No lighting,1,FtrPylon_Remake_6_0,146,P3c6RxCHxY96HbG93,6,0,1,1
cone,Caution stripes,,,,0,0,0,,630,157,Yellow,Black,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,garage,,,No,Vehicle,1,Does not play music,No lighting,1,FtrPylon_Remake_7_0,146,zXSvmZowqMXqqr4WY,7,0,1,1
construction sign,Ongoing work,,,,0,0,0,,,5000,White,Blue,1000,Nook Miles Shop,,1.0.0,garage,facility,,,No,Vehicle,1,Does not play music,No lighting,0,FtrSignConstruction_Remake_0_0,9568,aFi7Nk8YGWeoizzqu,0,0,1,1
construction sign,Ongoing work - Little bro,,,,0,0,0,,,5000,White,Blue,1000,Nook Miles Shop,,1.0.0,garage,facility,,,No,Vehicle,1,Does not play music,No lighting,0,FtrSignConstruction_Remake_1_0,9568,afCrPaE2EC3gechDH,1,0,1,1
construction sign,Ongoing work - Big bro,,,,0,0,0,,,5000,White,Blue,1000,Nook Miles Shop,,1.0.0,garage,facility,,,No,Vehicle,1,Does not play music,No lighting,0,FtrSignConstruction_Remake_2_0,9568,4p7rhWsq8uZteaxAJ,2,0,1,1
construction sign,Construction ahead,,,,0,0,0,,,5000,Blue,White,1000,Nook Miles Shop,,1.0.0,garage,facility,,,No,Vehicle,1,Does not play music,No lighting,0,FtrSignConstruction_Remake_3_0,9568,CtsKDmbg6y7TFtskj,3,0,1,1
construction sign,Construction warning,,,,0,0,0,,,5000,Orange,Black,1000,Nook Miles Shop,,1.0.0,garage,facility,,,No,Vehicle,1,Does not play music,No lighting,0,FtrSignConstruction_Remake_4_0,9568,JrCEBHapHgPh4ftpm,4,0,1,1
cosmos shower,Pink,Flower color,,,1,1,0,5,,3050,Pink,Green,,Crafting,,1.0.0,bathroom,fancy,flowers,,Yes,Bathtub,0,Does not play music,No lighting,0,FtrFlowerShower_Remake_0_0,7230,yCgStadyo3Zc8SKdg,0,0,1,1
cosmos shower,Red,Flower color,,,1,1,0,5,,3050,Red,Green,,Crafting,,1.0.0,bathroom,fancy,flowers,,Yes,Bathtub,0,Does not play music,No lighting,0,FtrFlowerShower_Remake_1_0,7230,JqxaNSF7fQmG8NZFK,1,0,1,1
cosmos shower,White,Flower color,,,1,1,0,5,,3050,White,Green,,Crafting,,1.0.0,bathroom,fancy,flowers,,Yes,Bathtub,0,Does not play music,No lighting,0,FtrFlowerShower_Remake_2_0,7230,eKtmhPuuzjsWAHa5z,2,0,1,1
cotton-candy stall,Pink,,,,0,0,0,,,15000,Pink,Red,3000,Nook Miles Shop,,1.0.0,fancy,party,,,Yes,Shop,1,Does not play music,No lighting,0,FtrCottoncandymachine_Remake_0_0,4412,CazDjtQjPatsHQcGE,0,0,2,1
cotton-candy stall,Blue,,,,0,0,0,,,15000,White,Blue,3000,Nook Miles Shop,,1.0.0,fancy,party,,,Yes,Shop,1,Does not play music,No lighting,0,FtrCottoncandymachine_Remake_1_0,4412,f9hTzDcwC4RX9xPxZ,1,0,2,1
cotton-candy stall,Black,,,,0,0,0,,,15000,Black,Brown,3000,Nook Miles Shop,,1.0.0,fancy,party,,,Yes,Shop,1,Does not play music,No lighting,0,FtrCottoncandymachine_Remake_2_0,4412,yPLp7pycmRXoekqXh,2,0,2,1
crescent-moon chair,Yellow,Color,,,1,1,0,7,,8500,Yellow,Yellow,,Crafting,,1.0.0,space,fancy,stars,,Yes,Chair,0,Does not play music,Fluorescent,0,FtrStarMoonChairL_Remake_0_0,6829,ZRd7rA38D9gF5NJDL,0,0,2,1
crescent-moon chair,Green,Color,,,1,1,0,7,,8500,Green,Yellow,,Crafting,,1.0.0,space,fancy,stars,,Yes,Chair,0,Does not play music,Fluorescent,0,FtrStarMoonChairL_Remake_1_0,6829,Q9onKzC2L9Sx4fKvc,1,0,2,1
crescent-moon chair,Blue,Color,,,1,1,0,7,,8500,Light blue,Yellow,,Crafting,,1.0.0,space,fancy,stars,,Yes,Chair,0,Does not play music,Fluorescent,0,FtrStarMoonChairL_Remake_2_0,6829,HvpRb7MuCdy2Zzz5b,2,0,2,1
crescent-moon chair,Purple,Color,,,1,1,0,7,,8500,Purple,Yellow,,Crafting,,1.0.0,space,fancy,stars,,Yes,Chair,0,Does not play music,Fluorescent,0,FtrStarMoonChairL_Remake_3_0,6829,D8YEuyBhvk3YNRWQc,3,0,2,1
crescent-moon chair,Pink,Color,,,1,1,0,7,,8500,Pink,Yellow,,Crafting,,1.0.0,space,fancy,stars,,Yes,Chair,0,Does not play music,Fluorescent,0,FtrStarMoonChairL_Remake_4_0,6829,EsjzgZ4DDNgr3dScK,4,0,2,1
crescent-moon chair,Orange,Color,,,1,1,0,7,,8500,Orange,Yellow,,Crafting,,1.0.0,space,fancy,stars,,Yes,Chair,0,Does not play music,Fluorescent,0,FtrStarMoonChairL_Remake_5_0,6829,9Sb3ACfFchJLoE3XH,5,0,2,1
crescent-moon chair,White,Color,,,1,1,0,7,,8500,White,Gray,,Crafting,,1.0.0,space,fancy,stars,,Yes,Chair,0,Does not play music,Fluorescent,0,FtrStarMoonChairL_Remake_6_0,6829,zYqdAy8vDY5bjLv99,6,0,2,1
crewed spaceship,,,,,1,0,0,,,20000,White,Black,,Crafting,,1.0.0,space,,,,Yes,Space,1,Does not play music,No lighting,0,FtrSpacecraft,5676,aNyRfrtcyv2wwMSro,0,0,2,2
cute bed,White,,,,0,0,0,,12000,3000,White,Pink,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,fancy,,cute,,Yes,Bed,0,Does not play music,No lighting,1,FtrCuteBedW_Remake_0_0,3624,T8S2qTcQ28PdMLM6v,0,0,2,2
cute bed,Sky blue,,,,0,0,0,,12000,3000,Light blue,White,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,fancy,,cute,,Yes,Bed,0,Does not play music,No lighting,1,FtrCuteBedW_Remake_1_0,3624,7oGbfEoXchzDxM5SS,1,0,2,2
cute bed,Yellow,,,,0,0,0,,12000,3000,Yellow,Orange,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,fancy,,cute,,Yes,Bed,0,Does not play music,No lighting,1,FtrCuteBedW_Remake_2_0,3624,K5FhQSSavu5SrALAa,2,0,2,2
cute bed,Red,,,,0,0,0,,12000,3000,Red,Red,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,fancy,,cute,,Yes,Bed,0,Does not play music,No lighting,1,FtrCuteBedW_Remake_3_0,3624,yNZorpxoxW3c8YWSt,3,0,2,2
cute bed,Blue,,,,0,0,0,,12000,3000,Blue,Black,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,fancy,,cute,,Yes,Bed,0,Does not play music,No lighting,1,FtrCuteBedW_Remake_4_0,3624,NThCMdhEzLbbSn3kj,4,0,2,2
cute chair,White,,,,0,0,0,,4300,1075,White,Pink,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Yes,Chair,0,Does not play music,No lighting,1,FtrCuteChairS_Remake_0_0,3999,tzs3akhvQFrFhudEy,0,0,1,1
cute chair,Sky blue,,,,0,0,0,,4300,1075,Light blue,Blue,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Yes,Chair,0,Does not play music,No lighting,1,FtrCuteChairS_Remake_1_0,3999,tivvvrJXKiyvYowQM,1,0,1,1
cute chair,Yellow,,,,0,0,0,,4300,1075,Yellow,Orange,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Yes,Chair,0,Does not play music,No lighting,1,FtrCuteChairS_Remake_2_0,3999,rQxNbx7Kk7iRvobGt,2,0,1,1
cute chair,Red,,,,0,0,0,,4300,1075,Red,White,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Yes,Chair,0,Does not play music,No lighting,1,FtrCuteChairS_Remake_3_0,3999,YxDzqSq6daZPv5GcZ,3,0,1,1
cute chair,Blue,,,,0,0,0,,4300,1075,Blue,Black,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Yes,Chair,0,Does not play music,No lighting,1,FtrCuteChairS_Remake_4_0,3999,w6sh3NFWzPMnuHfBg,4,0,1,1
cute DIY table,White,,,,0,0,0,,7000,1750,White,Pink,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Yes,Work Bench,0,Does not play music,Spotlight,1,FtrCuteWorkbench_Remake_0_0,3995,ELzLX57L77astbxHb,0,0,2,1
cute DIY table,Sky blue,,,,0,0,0,,7000,1750,Light blue,Blue,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Yes,Work Bench,0,Does not play music,Spotlight,1,FtrCuteWorkbench_Remake_1_0,3995,PSXCm8csqXToGmMse,1,0,2,1
cute DIY table,Yellow,,,,0,0,0,,7000,1750,Yellow,Orange,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Yes,Work Bench,0,Does not play music,Spotlight,1,FtrCuteWorkbench_Remake_2_0,3995,n2bTZfj9XMoCRsC4T,2,0,2,1
cute DIY table,Red,,,,0,0,0,,7000,1750,Red,Red,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Yes,Work Bench,0,Does not play music,Spotlight,1,FtrCuteWorkbench_Remake_3_0,3995,mcMvwCgMoeD4oCst5,3,0,2,1
cute DIY table,Blue,,,,0,0,0,,7000,1750,Blue,Black,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Yes,Work Bench,0,Does not play music,Spotlight,1,FtrCuteWorkbench_Remake_4_0,3995,WgzffyCcHib4YkRTP,4,0,2,1
cute floor lamp,White,,,,0,0,0,,3500,875,White,Pink,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Yes,Lamp,0,Does not play music,Fluorescent,1,FtrCuteLamp_Remake_0_0,4002,a5RzgbET6vvZauvgt,0,0,1,1
cute floor lamp,Sky blue,,,,0,0,0,,3500,875,Light blue,Blue,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Yes,Lamp,0,Does not play music,Fluorescent,1,FtrCuteLamp_Remake_1_0,4002,cJTc4gavXjcqikmBH,1,0,1,1
cute floor lamp,Yellow,,,,0,0,0,,3500,875,Yellow,Purple,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Yes,Lamp,0,Does not play music,Fluorescent,1,FtrCuteLamp_Remake_2_0,4002,Too8dDarzLpdR47GE,2,0,1,1
cute floor lamp,Red,,,,0,0,0,,3500,875,Red,White,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Yes,Lamp,0,Does not play music,Fluorescent,1,FtrCuteLamp_Remake_3_0,4002,j9z8Bvu9PaRZd7Ruk,3,0,1,1
cute floor lamp,Blue,,,,0,0,0,,3500,875,Blue,Black,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Yes,Lamp,0,Does not play music,Fluorescent,1,FtrCuteLamp_Remake_4_0,4002,iwKrz5CXjNaB5WTCr,4,0,1,1
cute sofa,White,,,,0,0,0,,9600,2400,White,Pink,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Yes,Sofa,0,Does not play music,No lighting,1,FtrCuteChairL_Remake_0_0,3998,95nrQB2ZGnRfoge7E,0,0,2,1
cute sofa,Sky blue,,,,0,0,0,,9600,2400,Light blue,Blue,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Yes,Sofa,0,Does not play music,No lighting,1,FtrCuteChairL_Remake_1_0,3998,cRNoeh9pN7JAk8wLJ,1,0,2,1
cute sofa,Yellow,,,,0,0,0,,9600,2400,Yellow,Orange,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Yes,Sofa,0,Does not play music,No lighting,1,FtrCuteChairL_Remake_2_0,3998,EPahiFHfus98vyZAd,2,0,2,1
cute sofa,Red,,,,0,0,0,,9600,2400,Red,White,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Yes,Sofa,0,Does not play music,No lighting,1,FtrCuteChairL_Remake_3_0,3998,M2TTTAJWjYfRb62Nt,3,0,2,1
cute sofa,Blue,,,,0,0,0,,9600,2400,Blue,Black,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Yes,Sofa,0,Does not play music,No lighting,1,FtrCuteChairL_Remake_4_0,3998,9CKbxigdABfRndNSQ,4,0,2,1
cute tea table,White,,,,0,0,0,,3000,750,White,Pink,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,No,Table,0,Does not play music,No lighting,1,FtrCuteTableS_Remake_0_0,4000,FuzPgbonXH2BjR6dk,0,0,1,1
cute tea table,Sky blue,,,,0,0,0,,3000,750,Light blue,White,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,No,Table,0,Does not play music,No lighting,1,FtrCuteTableS_Remake_1_0,4000,kPoFsiCopPMetatPx,1,0,1,1
cute tea table,Yellow,,,,0,0,0,,3000,750,Yellow,White,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,No,Table,0,Does not play music,No lighting,1,FtrCuteTableS_Remake_2_0,4000,PXHLJG2iXW5XzpYtK,2,0,1,1
cute tea table,Red,,,,0,0,0,,3000,750,Red,White,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,No,Table,0,Does not play music,No lighting,1,FtrCuteTableS_Remake_3_0,4000,ZS8rtdEHSnexAEFnA,3,0,1,1
cute tea table,Blue,,,,0,0,0,,3000,750,Blue,Purple,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,No,Table,0,Does not play music,No lighting,1,FtrCuteTableS_Remake_4_0,4000,vDBt83QLRMk4AdkPT,4,0,1,1
cute vanity,White,,,,0,0,0,,5400,1350,White,Pink,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Yes,Dresser,0,Does not play music,No lighting,1,FtrCuteDresser_Remake_0_0,4001,y2sCDMvPCTJQz6QB3,0,0,1,1
cute vanity,Sky blue,,,,0,0,0,,5400,1350,Light blue,Blue,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Yes,Dresser,0,Does not play music,No lighting,1,FtrCuteDresser_Remake_1_0,4001,vscpbHbALbpFEieSN,1,0,1,1
cute vanity,Yellow,,,,0,0,0,,5400,1350,Yellow,Orange,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Yes,Dresser,0,Does not play music,No lighting,1,FtrCuteDresser_Remake_2_0,4001,djiF4M7fGjwE6XLTf,2,0,1,1
cute vanity,Red,,,,0,0,0,,5400,1350,Red,White,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Yes,Dresser,0,Does not play music,No lighting,1,FtrCuteDresser_Remake_3_0,4001,o6EDSRzFFEdTedXLq,3,0,1,1
cute vanity,Blue,,,,0,0,0,,5400,1350,Blue,Black,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,Yes,Dresser,0,Does not play music,No lighting,1,FtrCuteDresser_Remake_4_0,4001,oziGuTvYns2yXdJLr,4,0,1,1
cute wardrobe,White,,,,0,0,0,,7300,1825,White,Pink,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,,Chest,0,Does not play music,No lighting,1,FtrCuteClosetLR_Remake_0_0,3997,wHaafZ5eGnuiMD3ad,0,0,1,1
cute wardrobe,Sky blue,,,,0,0,0,,7300,1825,Light blue,Blue,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,,Chest,0,Does not play music,No lighting,1,FtrCuteClosetLR_Remake_1_0,3997,ognKckZTzCmr6djym,1,0,1,1
cute wardrobe,Yellow,,,,0,0,0,,7300,1825,Yellow,Orange,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,,Chest,0,Does not play music,No lighting,1,FtrCuteClosetLR_Remake_2_0,3997,N2jvtPa6kEdTW9zqH,2,0,1,1
cute wardrobe,Red,,,,0,0,0,,7300,1825,Red,White,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,,Chest,0,Does not play music,No lighting,1,FtrCuteClosetLR_Remake_3_0,3997,kT76B2eYgPGYqEvps,3,0,1,1
cute wardrobe,Blue,,,,0,0,0,,7300,1825,Blue,White,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,,cute,,,Chest,0,Does not play music,No lighting,1,FtrCuteClosetLR_Remake_4_0,3997,bpg2z9qk9GQSgRrtm,4,0,1,1
cypress bathtub,Light wood,,,,0,0,0,,13000,3250,Beige,Beige,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,bathroom,,,,No,Bathtub,0,Does not play music,No lighting,1,FtrBathHinoki_Remake_0_0,7153,RZ87yXKzNe2rnjwP4,0,0,2,2
cypress bathtub,Natural wood,,,,0,0,0,,13000,3250,Yellow,Yellow,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,bathroom,,,,No,Bathtub,0,Does not play music,No lighting,1,FtrBathHinoki_Remake_1_0,7153,rYmN3AFFM2HtX73x7,1,0,2,2
cypress bathtub,Dark wood,,,,0,0,0,,13000,3250,Brown,Brown,,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,bathroom,,,,No,Bathtub,0,Does not play music,No lighting,1,FtrBathHinoki_Remake_2_0,7153,bHqYyWTof37iJvDT3,2,0,2,2
cypress plant,Brown,,,,0,0,0,,1000,250,Green,Brown,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,,,,No,Plants,1,Does not play music,No lighting,1,FtrPlantGoldcrest_Remake_0_0,1829,wSzi2xysZptpApt87,0,0,1,1
cypress plant,Blue,,,,0,0,0,,1000,250,Green,Light blue,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,,,,No,Plants,1,Does not play music,No lighting,1,FtrPlantGoldcrest_Remake_1_0,1829,2TDteYcGh5SnzWxnd,1,0,1,1
cypress plant,Yellow,,,,0,0,0,,1000,250,Green,Yellow,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,,,,No,Plants,1,Does not play music,No lighting,1,FtrPlantGoldcrest_Remake_2_0,1829,SknqGT4FeJekEdPGQ,2,0,1,1
cypress plant,Black,,,,0,0,0,,1000,250,Green,Black,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,,,,No,Plants,1,Does not play music,No lighting,1,FtrPlantGoldcrest_Remake_3_0,1829,vZfjrbssxQJhN7roR,3,0,1,1
