items_internal_id,items_variant_1,items_variant_2,hha_hha_id,hha_value
4142,3,0,2,
4142,4,0,1,shop
4142,4,0,2,
4142,5,0,1,shop
4142,5,0,2,
4142,6,0,1,shop
4142,6,0,2,
4441,0,0,1,shop
4441,0,0,2,
4441,1,0,1,shop
4441,1,0,2,
4441,2,0,1,shop
4441,2,0,2,
4441,3,0,1,shop
4441,3,0,2,
4441,4,0,1,shop
4441,4,0,2,
4441,5,0,1,shop
4441,5,0,2,
4441,6,0,1,shop
4441,6,0,2,
4143,0,0,1,shop
4143,0,0,2,
4143,1,0,1,shop
4143,1,0,2,
4143,2,0,1,shop
4143,2,0,2,
4143,3,0,1,shop
4143,3,0,2,
4143,4,0,1,shop
4143,4,0,2,
4141,0,0,1,shop
4141,0,0,2,
4141,1,0,1,shop
4141,1,0,2,
4141,2,0,1,shop
4141,2,0,2,
4141,3,0,1,shop
4141,3,0,2,
4141,4,0,1,shop
4141,4,0,2,
4141,5,0,1,shop
4141,5,0,2,
4141,6,0,1,shop
4141,6,0,2,
2020,0,0,1,outdoors
2020,0,0,2,
2020,0,1,1,outdoors
2020,0,1,2,
2020,0,2,1,outdoors
2020,0,2,2,
2020,1,0,1,outdoors
2020,1,0,2,
2020,1,1,1,outdoors
2020,1,1,2,
2020,1,2,1,outdoors
2020,1,2,2,
2020,2,0,1,outdoors
2020,2,0,2,
2020,2,1,1,outdoors
2020,2,1,2,
2020,2,2,1,outdoors
2020,2,2,2,
2020,3,0,1,outdoors
2020,3,0,2,
2020,3,1,1,outdoors
2020,3,1,2,
2020,3,2,1,outdoors
2020,3,2,2,
1241,0,0,1,garage
1241,0,0,2,
1241,1,0,1,garage
1241,1,0,2,
1241,2,0,1,garage
1241,2,0,2,
1241,3,0,1,garage
1241,3,0,2,
1241,4,0,1,garage
1241,4,0,2,
1241,5,0,1,garage
1241,5,0,2,
1241,6,0,1,garage
1241,6,0,2,
1241,7,0,1,garage
1241,7,0,2,
941,0,0,1,party
941,0,0,2,concert
941,0,1,1,party
941,0,1,2,concert
941,0,2,1,party
941,0,2,2,concert
941,0,3,1,party
941,0,3,2,concert
941,0,4,1,party
941,0,4,2,concert
941,0,5,1,party
941,0,5,2,concert
941,0,6,1,party
941,0,6,2,concert
941,0,7,1,party
941,0,7,2,concert
941,1,0,1,party
941,1,0,2,concert
941,1,1,1,party
941,1,1,2,concert
941,1,2,1,party
941,1,2,2,concert
941,1,3,1,party
941,1,3,2,concert
941,1,4,1,party
941,1,4,2,concert
941,1,5,1,party
941,1,5,2,concert
941,1,6,1,party
941,1,6,2,concert
941,1,7,1,party
941,1,7,2,concert
941,2,0,1,party
941,2,0,2,concert
941,2,1,1,party
941,2,1,2,concert
941,2,2,1,party
941,2,2,2,concert
941,2,3,1,party
941,2,3,2,concert
941,2,4,1,party
941,2,4,2,concert
941,2,5,1,party
941,2,5,2,concert
941,2,6,1,party
941,2,6,2,concert
941,2,7,1,party
941,2,7,2,concert
941,3,0,1,party
941,3,0,2,concert
941,3,1,1,party
941,3,1,2,concert
941,3,2,1,party
941,3,2,2,concert
941,3,3,1,party
941,3,3,2,concert
941,3,4,1,party
941,3,4,2,concert
941,3,5,1,party
941,3,5,2,concert
941,3,6,1,party
941,3,6,2,concert
941,3,7,1,party
941,3,7,2,concert
1799,0,0,1,garden
1799,0,0,2,
1799,1,0,1,garden
1799,1,0,2,
1799,2,0,1,garden
1799,2,0,2,
1799,3,0,1,garden
1799,3,0,2,
1799,4,0,1,garden
1799,4,0,2,
2554,0,0,1,living room
2554,0,0,2,
2554,1,0,1,living room
2554,1,0,2,
2554,2,0,1,living room
2554,2,0,2,
2554,3,0,1,living room
2554,3,0,2,
2554,4,0,1,living room
2554,4,0,2,
2554,5,0,1,living room
2554,5,0,2,
2554,6,0,1,living room
2554,6,0,2,
2554,7,0,1,living room
2554,7,0,2,
4109,0,0,1,kitchen
4109,0,0,2,expensive
4109,1,0,1,kitchen
4109,1,0,2,expensive
4109,2,0,1,kitchen
4109,2,0,2,expensive
4109,3,0,1,kitchen
4109,3,0,2,expensive
1802,0,0,1,shop
1802,0,0,2,facility
1802,0,1,1,shop
1802,0,1,2,facility
1802,0,2,1,shop
1802,0,2,2,facility
1802,0,3,1,shop
1802,0,3,2,facility
1802,1,0,1,shop
1802,1,0,2,facility
1802,1,1,1,shop
1802,1,1,2,facility
1802,1,2,1,shop
1802,1,2,2,facility
1802,1,3,1,shop
1802,1,3,2,facility
1802,2,0,1,shop
1802,2,0,2,facility
1802,2,1,1,shop
1802,2,1,2,facility
1802,2,2,1,shop
1802,2,2,2,facility
1802,2,3,1,shop
1802,2,3,2,facility
1802,3,0,1,shop
1802,3,0,2,facility
1802,3,1,1,shop
1802,3,1,2,facility
1802,3,2,1,shop
1802,3,2,2,facility
1802,3,3,1,shop
1802,3,3,2,facility
1802,4,0,1,shop
1802,4,0,2,facility
1802,4,1,1,shop
1802,4,1,2,facility
1802,4,2,1,shop
1802,4,2,2,facility
1802,4,3,1,shop
1802,4,3,2,facility
1802,5,0,1,shop
1802,5,0,2,facility
1802,5,1,1,shop
1802,5,1,2,facility
1802,5,2,1,shop
1802,5,2,2,facility
1802,5,3,1,shop
1802,5,3,2,facility
2319,0,0,1,garden
2319,0,0,2,
2319,1,0,1,garden
2319,1,0,2,
2319,2,0,1,garden
2319,2,0,2,
2319,3,0,1,garden
2319,3,0,2,
1803,0,0,1,concert
1803,0,0,2,
1803,0,1,1,concert
1803,0,1,2,
1803,0,2,1,concert
1803,0,2,2,
1803,0,3,1,concert
1803,0,3,2,
1803,0,4,1,concert
1803,0,4,2,
1803,0,5,1,concert
1803,0,5,2,
1803,1,0,1,concert
1803,1,0,2,
1803,1,1,1,concert
1803,1,1,2,
1803,1,2,1,concert
1803,1,2,2,
1803,1,3,1,concert
1803,1,3,2,
1803,1,4,1,concert
1803,1,4,2,
1803,1,5,1,concert
1803,1,5,2,
1803,2,0,1,concert
1803,2,0,2,
1803,2,1,1,concert
1803,2,1,2,
1803,2,2,1,concert
1803,2,2,2,
1803,2,3,1,concert
1803,2,3,2,
1803,2,4,1,concert
1803,2,4,2,
1803,2,5,1,concert
1803,2,5,2,
1803,3,0,1,concert
1803,3,0,2,
1803,3,1,1,concert
1803,3,1,2,
1803,3,2,1,concert
1803,3,2,2,
1803,3,3,1,concert
1803,3,3,2,
1803,3,4,1,concert
1803,3,4,2,
1803,3,5,1,concert
1803,3,5,2,
1803,4,0,1,concert
1803,4,0,2,
1803,4,1,1,concert
1803,4,1,2,
1803,4,2,1,concert
1803,4,2,2,
1803,4,3,1,concert
1803,4,3,2,
1803,4,4,1,concert
1803,4,4,2,
1803,4,5,1,concert
1803,4,5,2,
1803,5,0,1,concert
1803,5,0,2,
1803,5,1,1,concert
1803,5,1,2,
1803,5,2,1,concert
1803,5,2,2,
1803,5,3,1,concert
1803,5,3,2,
1803,5,4,1,concert
1803,5,4,2,
1803,5,5,1,concert
1803,5,5,2,
1803,6,0,1,concert
1803,6,0,2,
1803,6,1,1,concert
1803,6,1,2,
1803,6,2,1,concert
1803,6,2,2,
1803,6,3,1,concert
1803,6,3,2,
1803,6,4,1,concert
1803,6,4,2,
1803,6,5,1,concert
1803,6,5,2,
1803,7,0,1,concert
1803,7,0,2,
1803,7,1,1,concert
1803,7,1,2,
1803,7,2,1,concert
1803,7,2,2,
1803,7,3,1,concert
1803,7,3,2,
1803,7,4,1,concert
1803,7,4,2,
1803,7,5,1,concert
1803,7,5,2,
7789,0,0,1,garden
7789,0,0,2,bathroom
7789,1,0,1,garden
7789,1,0,2,bathroom
7789,2,0,1,garden
7789,2,0,2,bathroom
7789,3,0,1,garden
7789,3,0,2,bathroom
950,0,0,1,concert
950,0,0,2,facility
950,0,1,1,concert
950,0,1,2,facility
950,0,2,1,concert
950,0,2,2,facility
950,0,3,1,concert
950,0,3,2,facility
950,0,4,1,concert
950,0,4,2,facility
950,0,5,1,concert
950,0,5,2,facility
950,0,6,1,concert
950,0,6,2,facility
950,0,7,1,concert
950,0,7,2,facility
950,1,0,1,concert
950,1,0,2,facility
950,1,1,1,concert
950,1,1,2,facility
950,1,2,1,concert
950,1,2,2,facility
950,1,3,1,concert
950,1,3,2,facility
950,1,4,1,concert
950,1,4,2,facility
950,1,5,1,concert
950,1,5,2,facility
950,1,6,1,concert
950,1,6,2,facility
950,1,7,1,concert
950,1,7,2,facility
950,2,0,1,concert
950,2,0,2,facility
950,2,1,1,concert
950,2,1,2,facility
950,2,2,1,concert
950,2,2,2,facility
950,2,3,1,concert
950,2,3,2,facility
950,2,4,1,concert
950,2,4,2,facility
950,2,5,1,concert
950,2,5,2,facility
950,2,6,1,concert
950,2,6,2,facility
950,2,7,1,concert
950,2,7,2,facility
950,3,0,1,concert
950,3,0,2,facility
950,3,1,1,concert
950,3,1,2,facility
950,3,2,1,concert
950,3,2,2,facility
950,3,3,1,concert
950,3,3,2,facility
950,3,4,1,concert
950,3,4,2,facility
950,3,5,1,concert
950,3,5,2,facility
950,3,6,1,concert
950,3,6,2,facility
950,3,7,1,concert
950,3,7,2,facility
950,4,0,1,concert
950,4,0,2,facility
950,4,1,1,concert
950,4,1,2,facility
950,4,2,1,concert
950,4,2,2,facility
950,4,3,1,concert
950,4,3,2,facility
950,4,4,1,concert
950,4,4,2,facility
950,4,5,1,concert
950,4,5,2,facility
950,4,6,1,concert
950,4,6,2,facility
950,4,7,1,concert
950,4,7,2,facility
950,5,0,1,concert
950,5,0,2,facility
950,5,1,1,concert
950,5,1,2,facility
950,5,2,1,concert
950,5,2,2,facility
950,5,3,1,concert
950,5,3,2,facility
950,5,4,1,concert
950,5,4,2,facility
950,5,5,1,concert
950,5,5,2,facility
950,5,6,1,concert
950,5,6,2,facility
950,5,7,1,concert
950,5,7,2,facility
7865,0,0,1,zen-style
7865,0,0,2,expensive
7865,1,0,1,zen-style
7865,1,0,2,expensive
7865,2,0,1,zen-style
7865,2,0,2,expensive
7865,3,0,1,zen-style
7865,3,0,2,expensive
7865,4,0,1,zen-style
7865,4,0,2,expensive
1804,0,0,1,concert
1804,0,0,2,
1804,1,0,1,concert
1804,1,0,2,
1804,2,0,1,concert
1804,2,0,2,
1804,3,0,1,concert
1804,3,0,2,
1804,4,0,1,concert
1804,4,0,2,
1804,5,0,1,concert
1804,5,0,2,
1804,6,0,1,concert
1804,6,0,2,
1804,7,0,1,concert
1804,7,0,2,
1645,0,0,1,concert
1645,0,0,2,
1645,0,1,1,concert
1645,0,1,2,
1645,0,2,1,concert
1645,0,2,2,
1645,0,3,1,concert
1645,0,3,2,
1645,0,4,1,concert
1645,0,4,2,
1645,0,5,1,concert
1645,0,5,2,
1645,0,6,1,concert
1645,0,6,2,
1645,0,7,1,concert
1645,0,7,2,
1645,1,0,1,concert
1645,1,0,2,
1645,1,1,1,concert
1645,1,1,2,
1645,1,2,1,concert
1645,1,2,2,
1645,1,3,1,concert
1645,1,3,2,
1645,1,4,1,concert
1645,1,4,2,
1645,1,5,1,concert
1645,1,5,2,
1645,1,6,1,concert
1645,1,6,2,
1645,1,7,1,concert
1645,1,7,2,
1645,2,0,1,concert
1645,2,0,2,
1645,2,1,1,concert
1645,2,1,2,
1645,2,2,1,concert
1645,2,2,2,
1645,2,3,1,concert
1645,2,3,2,
1645,2,4,1,concert
1645,2,4,2,
1645,2,5,1,concert
1645,2,5,2,
1645,2,6,1,concert
1645,2,6,2,
1645,2,7,1,concert
1645,2,7,2,
1645,3,0,1,concert
1645,3,0,2,
1645,3,1,1,concert
1645,3,1,2,
1645,3,2,1,concert
1645,3,2,2,
1645,3,3,1,concert
1645,3,3,2,
1645,3,4,1,concert
1645,3,4,2,
1645,3,5,1,concert
1645,3,5,2,
1645,3,6,1,concert
1645,3,6,2,
1645,3,7,1,concert
1645,3,7,2,
1645,4,0,1,concert
1645,4,0,2,
1645,4,1,1,concert
1645,4,1,2,
1645,4,2,1,concert
1645,4,2,2,
1645,4,3,1,concert
1645,4,3,2,
1645,4,4,1,concert
1645,4,4,2,
1645,4,5,1,concert
1645,4,5,2,
1645,4,6,1,concert
1645,4,6,2,
1645,4,7,1,concert
1645,4,7,2,
1645,5,0,1,concert
1645,5,0,2,
1645,5,1,1,concert
1645,5,1,2,
1645,5,2,1,concert
1645,5,2,2,
1645,5,3,1,concert
1645,5,3,2,
1645,5,4,1,concert
1645,5,4,2,
1645,5,5,1,concert
1645,5,5,2,
1645,5,6,1,concert
1645,5,6,2,
1645,5,7,1,concert
1645,5,7,2,
1645,6,0,1,concert
1645,6,0,2,
1645,6,1,1,concert
1645,6,1,2,
1645,6,2,1,concert
1645,6,2,2,
1645,6,3,1,concert
1645,6,3,2,
1645,6,4,1,concert
1645,6,4,2,
1645,6,5,1,concert
1645,6,5,2,
1645,6,6,1,concert
1645,6,6,2,
1645,6,7,1,concert
1645,6,7,2,
7654,0,0,1,child's room
7654,0,0,2,garden
7654,1,0,1,child's room
7654,1,0,2,garden
7654,2,0,1,child's room
7654,2,0,2,garden
7654,3,0,1,child's room
7654,3,0,2,garden
7654,4,0,1,child's room
7654,4,0,2,garden
7654,5,0,1,child's room
7654,5,0,2,garden
86,0,0,1,garden
86,0,0,2,child's room
86,1,0,1,garden
86,1,0,2,child's room
86,2,0,1,garden
86,2,0,2,child's room
86,3,0,1,garden
86,3,0,2,child's room
86,4,0,1,garden
86,4,0,2,child's room
86,5,0,1,garden
86,5,0,2,child's room
86,6,0,1,garden
86,6,0,2,child's room
86,7,0,1,garden
86,7,0,2,child's room
1598,0,0,1,fitness
1598,0,0,2,office
1598,1,0,1,fitness
1598,1,0,2,office
1598,2,0,1,fitness
1598,2,0,2,office
1598,3,0,1,fitness
1598,3,0,2,office
1598,4,0,1,fitness
1598,4,0,2,office
287,0,0,1,fitness
287,0,0,2,
287,1,0,1,fitness
287,1,0,2,
287,2,0,1,fitness
287,2,0,2,
287,3,0,1,fitness
287,3,0,2,
3820,0,0,1,living room
3820,0,0,2,child's room
3820,1,0,1,living room
3820,1,0,2,child's room
3820,2,0,1,living room
3820,2,0,2,child's room
3820,3,0,1,living room
3820,3,0,2,child's room
1288,0,0,1,living room
1288,0,0,2,
1288,1,0,1,living room
1288,1,0,2,
1288,2,0,1,living room
1288,2,0,2,
1288,3,0,1,living room
1288,3,0,2,
1288,4,0,1,living room
1288,4,0,2,
1288,5,0,1,living room
1288,5,0,2,
3991,0,0,1,party
3991,0,0,2,fancy
3991,1,0,1,party
3991,1,0,2,fancy
3991,2,0,1,party
3991,2,0,2,fancy
3991,3,0,1,party
3991,3,0,2,fancy
3991,4,0,1,party
3991,4,0,2,fancy
3991,5,0,1,party
3991,5,0,2,fancy
4100,0,0,1,outdoors
4100,0,0,2,
742,0,0,1,living room
742,0,0,2,expensive
742,1,0,1,living room
742,1,0,2,expensive
742,2,0,1,living room
742,2,0,2,expensive
742,3,0,1,living room
742,3,0,2,expensive
3581,0,0,1,ocean
3581,0,0,2,garden
3581,1,0,1,ocean
3581,1,0,2,garden
3581,2,0,1,ocean
3581,2,0,2,garden
3587,0,0,1,ocean
3587,0,0,2,living room
3587,1,0,1,ocean
3587,1,0,2,living room
3587,2,0,1,ocean
3587,2,0,2,living room
1243,0,0,1,party
1243,0,0,2,
1243,1,0,1,party
1243,1,0,2,
1243,2,0,1,party
1243,2,0,2,
12206,0,0,1,garden
12206,0,0,2,
2561,0,0,1,living room
2561,0,0,2,
2561,0,1,1,living room
2561,0,1,2,
2561,0,2,1,living room
2561,0,2,2,
2561,0,3,1,living room
2561,0,3,2,
2561,0,4,1,living room
2561,0,4,2,
2561,0,5,1,living room
2561,0,5,2,
2561,0,6,1,living room
2561,0,6,2,
2561,0,7,1,living room
2561,0,7,2,
2561,1,0,1,living room
2561,1,0,2,
2561,1,1,1,living room
2561,1,1,2,
2561,1,2,1,living room
2561,1,2,2,
2561,1,3,1,living room
2561,1,3,2,
2561,1,4,1,living room
2561,1,4,2,
2561,1,5,1,living room
2561,1,5,2,
2561,1,6,1,living room
2561,1,6,2,
2561,1,7,1,living room
2561,1,7,2,
2561,2,0,1,living room
2561,2,0,2,
2561,2,1,1,living room
2561,2,1,2,
2561,2,2,1,living room
2561,2,2,2,
2561,2,3,1,living room
2561,2,3,2,
2561,2,4,1,living room
2561,2,4,2,
2561,2,5,1,living room
2561,2,5,2,
2561,2,6,1,living room
2561,2,6,2,
2561,2,7,1,living room
2561,2,7,2,
2561,3,0,1,living room
2561,3,0,2,
2561,3,1,1,living room
2561,3,1,2,
2561,3,2,1,living room
2561,3,2,2,
2561,3,3,1,living room
2561,3,3,2,
2561,3,4,1,living room
2561,3,4,2,
2561,3,5,1,living room
2561,3,5,2,
2561,3,6,1,living room
2561,3,6,2,
2561,3,7,1,living room
2561,3,7,2,
7135,0,0,1,facility
7135,0,0,2,concert
7135,1,0,1,facility
7135,1,0,2,concert
7135,2,0,1,facility
7135,2,0,2,concert
7135,3,0,1,facility
7135,3,0,2,concert
7135,4,0,1,facility
7135,4,0,2,concert
7135,5,0,1,facility
7135,5,0,2,concert
7135,6,0,1,facility
7135,6,0,2,concert
7135,7,0,1,facility
7135,7,0,2,concert
3622,0,0,1,zen-style
3622,0,0,2,child's room
3622,0,1,1,zen-style
3622,0,1,2,child's room
3622,0,2,1,zen-style
3622,0,2,2,child's room
3622,0,3,1,zen-style
3622,0,3,2,child's room
3622,1,0,1,zen-style
3622,1,0,2,child's room
3622,1,1,1,zen-style
3622,1,1,2,child's room
3622,1,2,1,zen-style
3622,1,2,2,child's room
3622,1,3,1,zen-style
3622,1,3,2,child's room
3622,2,0,1,zen-style
3622,2,0,2,child's room
3622,2,1,1,zen-style
3622,2,1,2,child's room
3622,2,2,1,zen-style
3622,2,2,2,child's room
3622,2,3,1,zen-style
3622,2,3,2,child's room
3622,3,0,1,zen-style
3622,3,0,2,child's room
3622,3,1,1,zen-style
3622,3,1,2,child's room
3622,3,2,1,zen-style
3622,3,2,2,child's room
3622,3,3,1,zen-style
3622,3,3,2,child's room
7527,0,0,1,party
7527,0,0,2,
7527,1,0,1,party
7527,1,0,2,
7527,2,0,1,party
7527,2,0,2,
7527,3,0,1,party
7527,3,0,2,
7527,4,0,1,party
7527,4,0,2,
7527,5,0,1,party
7527,5,0,2,
7527,6,0,1,party
7527,6,0,2,
1447,0,0,1,space
1447,0,0,2,
7529,0,0,1,facility
7529,0,0,2,
7529,1,0,1,facility
7529,1,0,2,
7529,2,0,1,facility
7529,2,0,2,
7529,3,0,1,facility
7529,3,0,2,
7529,4,0,1,facility
7529,4,0,2,
7529,5,0,1,facility
7529,5,0,2,
4014,0,0,1,child's room
4014,0,0,2,living room
4014,1,0,1,child's room
4014,1,0,2,living room
4014,2,0,1,child's room
4014,2,0,2,living room
4014,3,0,1,child's room
4014,3,0,2,living room
4014,4,0,1,child's room
4014,4,0,2,living room
4014,5,0,1,child's room
4014,5,0,2,living room
4014,6,0,1,child's room
4014,6,0,2,living room
4014,7,0,1,child's room
4014,7,0,2,living room
1177,0,0,1,facility
1177,0,0,2,shop
1177,1,0,1,facility
1177,1,0,2,shop
1177,2,0,1,facility
1177,2,0,2,shop
12369,0,0,1,facility
12369,0,0,2,party
8031,0,0,1,garden
8031,0,0,2,facility
8031,1,0,1,garden
8031,1,0,2,facility
8031,2,0,1,garden
8031,2,0,2,facility
8031,3,0,1,garden
8031,3,0,2,facility
4135,0,0,1,kitchen
4135,0,0,2,shop
4135,1,0,1,kitchen
4135,1,0,2,shop
4135,2,0,1,kitchen
4135,2,0,2,shop
4135,3,0,1,kitchen
4135,3,0,2,shop
7838,0,0,1,ocean
7838,0,0,2,shop
3499,0,0,1,freezing cold
3499,0,0,2,
3499,1,0,1,freezing cold
3499,1,0,2,
3499,2,0,1,freezing cold
3499,2,0,2,
3499,3,0,1,freezing cold
3499,3,0,2,
3499,4,0,1,freezing cold
3499,4,0,2,
3499,5,0,1,freezing cold
3499,5,0,2,
3499,6,0,1,freezing cold
3499,6,0,2,
3502,0,0,1,freezing cold
3502,0,0,2,
3502,0,1,1,freezing cold
3502,0,1,2,
3502,0,2,1,freezing cold
3502,0,2,2,
3502,0,3,1,freezing cold
3502,0,3,2,
3502,1,0,1,freezing cold
3502,1,0,2,
3502,1,1,1,freezing cold
3502,1,1,2,
3502,1,2,1,freezing cold
3502,1,2,2,
3502,1,3,1,freezing cold
3502,1,3,2,
3502,2,0,1,freezing cold
3502,2,0,2,
3502,2,1,1,freezing cold
3502,2,1,2,
3502,2,2,1,freezing cold
3502,2,2,2,
3502,2,3,1,freezing cold
3502,2,3,2,
3502,3,0,1,freezing cold
3502,3,0,2,
3502,3,1,1,freezing cold
3502,3,1,2,
3502,3,2,1,freezing cold
3502,3,2,2,
3502,3,3,1,freezing cold
3502,3,3,2,
3502,4,0,1,freezing cold
3502,4,0,2,
3502,4,1,1,freezing cold
3502,4,1,2,
3502,4,2,1,freezing cold
3502,4,2,2,
3502,4,3,1,freezing cold
3502,4,3,2,
3502,5,0,1,freezing cold
3502,5,0,2,
3502,5,1,1,freezing cold
3502,5,1,2,
3502,5,2,1,freezing cold
3502,5,2,2,
3502,5,3,1,freezing cold
3502,5,3,2,
3502,6,0,1,freezing cold
3502,6,0,2,
3502,6,1,1,freezing cold
3502,6,1,2,
3502,6,2,1,freezing cold
3502,6,2,2,
3502,6,3,1,freezing cold
3502,6,3,2,
3503,0,0,1,freezing cold
3503,0,0,2,
3503,1,0,1,freezing cold
3503,1,0,2,
3503,2,0,1,freezing cold
3503,2,0,2,
3503,3,0,1,freezing cold
3503,3,0,2,
3503,4,0,1,freezing cold
3503,4,0,2,
3503,5,0,1,freezing cold
3503,5,0,2,
3503,6,0,1,freezing cold
3503,6,0,2,
3505,0,0,1,freezing cold
3505,0,0,2,
3505,1,0,1,freezing cold
3505,1,0,2,
3505,2,0,1,freezing cold
3505,2,0,2,
3505,3,0,1,freezing cold
3505,3,0,2,
3505,4,0,1,freezing cold
3505,4,0,2,
3505,5,0,1,freezing cold
3505,5,0,2,
3505,6,0,1,freezing cold
3505,6,0,2,
3498,0,0,1,freezing cold
3498,0,0,2,
3498,1,0,1,freezing cold
3498,1,0,2,
3498,2,0,1,freezing cold
3498,2,0,2,
3498,3,0,1,freezing cold
3498,3,0,2,
3498,4,0,1,freezing cold
3498,4,0,2,
3498,5,0,1,freezing cold
3498,5,0,2,
3498,6,0,1,freezing cold
3498,6,0,2,
3500,0,0,1,freezing cold
3500,0,0,2,
3500,1,0,1,freezing cold
3500,1,0,2,
3500,2,0,1,freezing cold
3500,2,0,2,
3500,3,0,1,freezing cold
3500,3,0,2,
3500,4,0,1,freezing cold
3500,4,0,2,
3500,5,0,1,freezing cold
3500,5,0,2,
3500,6,0,1,freezing cold
3500,6,0,2,
3501,0,0,1,freezing cold
3501,0,0,2,
3501,1,0,1,freezing cold
3501,1,0,2,
3501,2,0,1,freezing cold
3501,2,0,2,
3501,3,0,1,freezing cold
3501,3,0,2,
3501,4,0,1,freezing cold
3501,4,0,2,
3501,5,0,1,freezing cold
3501,5,0,2,
3501,6,0,1,freezing cold
3501,6,0,2,
3497,0,0,1,freezing cold
3497,0,0,2,
3497,1,0,1,freezing cold
3497,1,0,2,
3497,2,0,1,freezing cold
3497,2,0,2,
3497,3,0,1,freezing cold
3497,3,0,2,
3497,4,0,1,freezing cold
3497,4,0,2,
3497,5,0,1,freezing cold
3497,5,0,2,
3497,6,0,1,freezing cold
3497,6,0,2,
3504,0,0,1,freezing cold
3504,0,0,2,
3504,1,0,1,freezing cold
3504,1,0,2,
3504,2,0,1,freezing cold
3504,2,0,2,
3504,3,0,1,freezing cold
3504,3,0,2,
3504,4,0,1,freezing cold
3504,4,0,2,
3504,5,0,1,freezing cold
3504,5,0,2,
3504,6,0,1,freezing cold
3504,6,0,2,
3230,0,0,1,zen-style
3230,0,0,2,
3230,0,1,1,zen-style
3230,0,1,2,
3230,0,2,1,zen-style
3230,0,2,2,
3230,0,3,1,zen-style
3230,0,3,2,
9767,0,0,1,garage
9767,0,0,2,facility
9767,1,0,1,garage
9767,1,0,2,facility
9767,2,0,1,garage
9767,2,0,2,facility
9767,3,0,1,garage
9767,3,0,2,facility
9767,4,0,1,garage
9767,4,0,2,facility
9767,5,0,1,garage
9767,5,0,2,facility
9767,6,0,1,garage
9767,6,0,2,facility
2555,0,0,1,garage
2555,0,0,2,
2556,0,0,1,garage
2556,0,0,2,
3509,0,0,1,garden
3509,0,0,2,
3509,1,0,1,garden
3509,1,0,2,
3509,2,0,1,garden
3509,2,0,2,
3509,3,0,1,garden
3509,3,0,2,
3509,4,0,1,garden
3509,4,0,2,
3509,5,0,1,garden
3509,5,0,2,
1631,0,0,1,garden
1631,0,0,2,
1631,1,0,1,garden
1631,1,0,2,
1631,2,0,1,garden
1631,2,0,2,
1631,3,0,1,garden
1631,3,0,2,
1631,4,0,1,garden
1631,4,0,2,
1628,0,0,1,garden
1628,0,0,2,
1628,1,0,1,garden
1628,1,0,2,
1628,2,0,1,garden
1628,2,0,2,
729,0,0,1,garden
729,0,0,2,
8419,0,0,1,garden
8419,0,0,2,fancy
8419,1,0,1,garden
8419,1,0,2,fancy
8419,2,0,1,garden
8419,2,0,2,fancy
8419,3,0,1,garden
8419,3,0,2,fancy
3251,0,0,1,kitchen
3251,0,0,2,shop
3251,1,0,1,kitchen
3251,1,0,2,shop
3251,2,0,1,kitchen
3251,2,0,2,shop
3251,3,0,1,kitchen
3251,3,0,2,shop
3251,4,0,1,kitchen
3251,4,0,2,shop
5960,0,0,1,expensive
5960,0,0,2,
1504,0,0,1,fancy
1504,0,0,2,child's room
1504,0,1,1,fancy
1504,0,1,2,child's room
1504,0,2,1,fancy
1504,0,2,2,child's room
1504,0,3,1,fancy
1504,0,3,2,child's room
1504,1,0,1,fancy
1504,1,0,2,child's room
1504,1,1,1,fancy
1504,1,1,2,child's room
1504,1,2,1,fancy
1504,1,2,2,child's room
1504,1,3,1,fancy
1504,1,3,2,child's room
1504,2,0,1,fancy
1504,2,0,2,child's room
1504,2,1,1,fancy
1504,2,1,2,child's room
1504,2,2,1,fancy
1504,2,2,2,child's room
1504,2,3,1,fancy
1504,2,3,2,child's room
1504,3,0,1,fancy
1504,3,0,2,child's room
1504,3,1,1,fancy
1504,3,1,2,child's room
1504,3,2,1,fancy
1504,3,2,2,child's room
1504,3,3,1,fancy
1504,3,3,2,child's room
1504,4,0,1,fancy
1504,4,0,2,child's room
1504,4,1,1,fancy
1504,4,1,2,child's room
1504,4,2,1,fancy
1504,4,2,2,child's room
1504,4,3,1,fancy
1504,4,3,2,child's room
1504,5,0,1,fancy
1504,5,0,2,child's room
1504,5,1,1,fancy
1504,5,1,2,child's room
1504,5,2,1,fancy
1504,5,2,2,child's room
1504,5,3,1,fancy
1504,5,3,2,child's room
981,0,0,1,zen-style
981,0,0,2,living room
8825,0,0,1,expensive
8825,0,0,2,horror
3473,0,0,1,expensive
3473,0,0,2,
3472,0,0,1,bathroom
3472,0,0,2,expensive
1632,0,0,1,fitness
1632,0,0,2,
1632,1,0,1,fitness
1632,1,0,2,
1632,2,0,1,fitness
1632,2,0,2,
1632,3,0,1,fitness
1632,3,0,2,
1632,4,0,1,fitness
1632,4,0,2,
1632,5,0,1,fitness
1632,5,0,2,
4075,0,0,1,zen-style
4075,0,0,2,
4075,1,0,1,zen-style
4075,1,0,2,
7109,0,0,1,
7109,0,0,2,
7090,0,0,1,
7090,0,0,2,
1875,0,0,1,music
1875,0,0,2,expensive
1875,1,0,1,music
1875,1,0,2,expensive
1875,2,0,1,music
1875,2,0,2,expensive
1875,3,0,1,music
1875,3,0,2,expensive
7051,0,0,1,
7051,0,0,2,
530,0,0,1,school
530,0,0,2,
530,1,0,1,school
530,1,0,2,
530,2,0,1,school
