items_internal_id,items_variant_1,items_variant_2,numerics_numerics_id,numerics_value
1645,5,5,1,71000.0
1645,5,5,2,17750
1645,5,5,3,
1645,5,5,4,1.0
1645,5,5,5,1.0
1645,5,5,6,7.0
1645,5,6,1,71000.0
1645,5,6,2,17750
1645,5,6,3,
1645,5,6,4,1.0
1645,5,6,5,1.0
1645,5,6,6,7.0
1645,5,7,1,71000.0
1645,5,7,2,17750
1645,5,7,3,
1645,5,7,4,1.0
1645,5,7,5,1.0
1645,5,7,6,7.0
1645,6,0,1,71000.0
1645,6,0,2,17750
1645,6,0,3,
1645,6,0,4,1.0
1645,6,0,5,1.0
1645,6,0,6,7.0
1645,6,1,1,71000.0
1645,6,1,2,17750
1645,6,1,3,
1645,6,1,4,1.0
1645,6,1,5,1.0
1645,6,1,6,7.0
1645,6,2,1,71000.0
1645,6,2,2,17750
1645,6,2,3,
1645,6,2,4,1.0
1645,6,2,5,1.0
1645,6,2,6,7.0
1645,6,3,1,71000.0
1645,6,3,2,17750
1645,6,3,3,
1645,6,3,4,1.0
1645,6,3,5,1.0
1645,6,3,6,7.0
1645,6,4,1,71000.0
1645,6,4,2,17750
1645,6,4,3,
1645,6,4,4,1.0
1645,6,4,5,1.0
1645,6,4,6,7.0
1645,6,5,1,71000.0
1645,6,5,2,17750
1645,6,5,3,
1645,6,5,4,1.0
1645,6,5,5,1.0
1645,6,5,6,7.0
1645,6,6,1,71000.0
1645,6,6,2,17750
1645,6,6,3,
1645,6,6,4,1.0
1645,6,6,5,1.0
1645,6,6,6,7.0
1645,6,7,1,71000.0
1645,6,7,2,17750
1645,6,7,3,
1645,6,7,4,1.0
1645,6,7,5,1.0
1645,6,7,6,7.0
7654,0,0,1,4400.0
7654,0,0,2,1100
7654,0,0,3,
7654,0,0,4,1.0
7654,0,0,5,1.0
7654,0,0,6,
7654,1,0,1,4400.0
7654,1,0,2,1100
7654,1,0,3,
7654,1,0,4,1.0
7654,1,0,5,1.0
7654,1,0,6,
7654,2,0,1,4400.0
7654,2,0,2,1100
7654,2,0,3,
7654,2,0,4,1.0
7654,2,0,5,1.0
7654,2,0,6,
7654,3,0,1,4400.0
7654,3,0,2,1100
7654,3,0,3,
7654,3,0,4,1.0
7654,3,0,5,1.0
7654,3,0,6,
7654,4,0,1,4400.0
7654,4,0,2,1100
7654,4,0,3,
7654,4,0,4,1.0
7654,4,0,5,1.0
7654,4,0,6,
7654,5,0,1,4400.0
7654,5,0,2,1100
7654,5,0,3,
7654,5,0,4,1.0
7654,5,0,5,1.0
7654,5,0,6,
86,0,0,1,4200.0
86,0,0,2,1050
86,0,0,3,
86,0,0,4,2.0
86,0,0,5,1.0
86,0,0,6,
86,1,0,1,4200.0
86,1,0,2,1050
86,1,0,3,
86,1,0,4,2.0
86,1,0,5,1.0
86,1,0,6,
86,2,0,1,4200.0
86,2,0,2,1050
86,2,0,3,
86,2,0,4,2.0
86,2,0,5,1.0
86,2,0,6,
86,3,0,1,4200.0
86,3,0,2,1050
86,3,0,3,
86,3,0,4,2.0
86,3,0,5,1.0
86,3,0,6,
86,4,0,1,4200.0
86,4,0,2,1050
86,4,0,3,
86,4,0,4,2.0
86,4,0,5,1.0
86,4,0,6,
86,5,0,1,4200.0
86,5,0,2,1050
86,5,0,3,
86,5,0,4,2.0
86,5,0,5,1.0
86,5,0,6,
86,6,0,1,4200.0
86,6,0,2,1050
86,6,0,3,
86,6,0,4,2.0
86,6,0,5,1.0
86,6,0,6,
86,7,0,1,4200.0
86,7,0,2,1050
86,7,0,3,
86,7,0,4,2.0
86,7,0,5,1.0
86,7,0,6,
1598,0,0,1,1100.0
1598,0,0,2,275
1598,0,0,3,
1598,0,0,4,1.0
1598,0,0,5,1.0
1598,0,0,6,
1598,1,0,1,1100.0
1598,1,0,2,275
1598,1,0,3,
1598,1,0,4,1.0
1598,1,0,5,1.0
1598,1,0,6,
1598,2,0,1,1100.0
1598,2,0,2,275
1598,2,0,3,
1598,2,0,4,1.0
1598,2,0,5,1.0
1598,2,0,6,
1598,3,0,1,1100.0
1598,3,0,2,275
1598,3,0,3,
1598,3,0,4,1.0
1598,3,0,5,1.0
1598,3,0,6,
1598,4,0,1,1100.0
1598,4,0,2,275
1598,4,0,3,
1598,4,0,4,1.0
1598,4,0,5,1.0
1598,4,0,6,
287,0,0,1,4800.0
287,0,0,2,1200
287,0,0,3,
287,0,0,4,1.0
287,0,0,5,1.0
287,0,0,6,
287,1,0,1,4800.0
287,1,0,2,1200
287,1,0,3,
287,1,0,4,1.0
287,1,0,5,1.0
287,1,0,6,
287,2,0,1,4800.0
287,2,0,2,1200
287,2,0,3,
287,2,0,4,1.0
287,2,0,5,1.0
287,2,0,6,
287,3,0,1,4800.0
287,3,0,2,1200
287,3,0,3,
287,3,0,4,1.0
287,3,0,5,1.0
287,3,0,6,
3820,0,0,1,1700.0
3820,0,0,2,425
3820,0,0,3,
3820,0,0,4,1.0
3820,0,0,5,1.0
3820,0,0,6,
3820,1,0,1,1700.0
3820,1,0,2,425
3820,1,0,3,
3820,1,0,4,1.0
3820,1,0,5,1.0
3820,1,0,6,
3820,2,0,1,1700.0
3820,2,0,2,425
3820,2,0,3,
3820,2,0,4,1.0
3820,2,0,5,1.0
3820,2,0,6,
3820,3,0,1,1700.0
3820,3,0,2,425
3820,3,0,3,
3820,3,0,4,1.0
3820,3,0,5,1.0
3820,3,0,6,
1288,0,0,1,1200.0
1288,0,0,2,300
1288,0,0,3,
1288,0,0,4,1.0
1288,0,0,5,1.0
1288,0,0,6,
1288,1,0,1,1200.0
1288,1,0,2,300
1288,1,0,3,
1288,1,0,4,1.0
1288,1,0,5,1.0
1288,1,0,6,
1288,2,0,1,1200.0
1288,2,0,2,300
1288,2,0,3,
1288,2,0,4,1.0
1288,2,0,5,1.0
1288,2,0,6,
1288,3,0,1,1200.0
1288,3,0,2,300
1288,3,0,3,
1288,3,0,4,1.0
1288,3,0,5,1.0
1288,3,0,6,
1288,4,0,1,1200.0
1288,4,0,2,300
1288,4,0,3,
1288,4,0,4,1.0
1288,4,0,5,1.0
1288,4,0,6,
1288,5,0,1,1200.0
1288,5,0,2,300
1288,5,0,3,
1288,5,0,4,1.0
1288,5,0,5,1.0
1288,5,0,6,
3991,0,0,1,
3991,0,0,2,1400
3991,0,0,3,
3991,0,0,4,1.0
3991,0,0,5,1.0
3991,0,0,6,2.0
3991,1,0,1,
3991,1,0,2,1400
3991,1,0,3,
3991,1,0,4,1.0
3991,1,0,5,1.0
3991,1,0,6,2.0
3991,2,0,1,
3991,2,0,2,1400
3991,2,0,3,
3991,2,0,4,1.0
3991,2,0,5,1.0
3991,2,0,6,2.0
3991,3,0,1,
3991,3,0,2,1400
3991,3,0,3,
3991,3,0,4,1.0
3991,3,0,5,1.0
3991,3,0,6,2.0
3991,4,0,1,
3991,4,0,2,1400
3991,4,0,3,
3991,4,0,4,1.0
3991,4,0,5,1.0
3991,4,0,6,2.0
3991,5,0,1,
3991,5,0,2,1400
3991,5,0,3,
3991,5,0,4,1.0
3991,5,0,5,1.0
3991,5,0,6,2.0
4100,0,0,1,96000.0
4100,0,0,2,24000
4100,0,0,3,
4100,0,0,4,1.5
4100,0,0,5,1.5
4100,0,0,6,
742,0,0,1,5900.0
742,0,0,2,1475
742,0,0,3,
742,0,0,4,2.0
742,0,0,5,1.0
742,0,0,6,
742,1,0,1,5900.0
742,1,0,2,1475
742,1,0,3,
742,1,0,4,2.0
742,1,0,5,1.0
742,1,0,6,
742,2,0,1,5900.0
742,2,0,2,1475
742,2,0,3,
742,2,0,4,2.0
742,2,0,5,1.0
742,2,0,6,
742,3,0,1,5900.0
742,3,0,2,1475
742,3,0,3,
742,3,0,4,2.0
742,3,0,5,1.0
742,3,0,6,
3581,0,0,1,
3581,0,0,2,750
3581,0,0,3,
3581,0,0,4,2.0
3581,0,0,5,1.0
3581,0,0,6,1.0
3581,1,0,1,
3581,1,0,2,750
3581,1,0,3,
3581,1,0,4,2.0
3581,1,0,5,1.0
3581,1,0,6,1.0
3581,2,0,1,
3581,2,0,2,750
3581,2,0,3,
3581,2,0,4,2.0
3581,2,0,5,1.0
3581,2,0,6,1.0
3587,0,0,1,
3587,0,0,2,300
3587,0,0,3,
3587,0,0,4,1.0
3587,0,0,5,1.0
3587,0,0,6,1.0
3587,1,0,1,
3587,1,0,2,300
3587,1,0,3,
3587,1,0,4,1.0
3587,1,0,5,1.0
3587,1,0,6,1.0
3587,2,0,1,
3587,2,0,2,300
3587,2,0,3,
3587,2,0,4,1.0
3587,2,0,5,1.0
3587,2,0,6,1.0
1243,0,0,1,1800.0
1243,0,0,2,450
1243,0,0,3,
1243,0,0,4,1.0
1243,0,0,5,1.0
1243,0,0,6,
1243,1,0,1,1800.0
1243,1,0,2,450
1243,1,0,3,
1243,1,0,4,1.0
1243,1,0,5,1.0
1243,1,0,6,
1243,2,0,1,1800.0
1243,2,0,2,450
1243,2,0,3,
1243,2,0,4,1.0
1243,2,0,5,1.0
1243,2,0,6,
12206,0,0,1,
12206,0,0,2,3000
12206,0,0,3,
12206,0,0,4,2.0
12206,0,0,5,1.0
12206,0,0,6,
2561,0,0,1,1400.0
2561,0,0,2,350
2561,0,0,3,
2561,0,0,4,1.0
2561,0,0,5,1.0
2561,0,0,6,1.0
2561,0,1,1,1400.0
2561,0,1,2,350
2561,0,1,3,
2561,0,1,4,1.0
2561,0,1,5,1.0
2561,0,1,6,1.0
2561,0,2,1,1400.0
2561,0,2,2,350
2561,0,2,3,
2561,0,2,4,1.0
2561,0,2,5,1.0
2561,0,2,6,1.0
2561,0,3,1,1400.0
2561,0,3,2,350
2561,0,3,3,
2561,0,3,4,1.0
2561,0,3,5,1.0
2561,0,3,6,1.0
2561,0,4,1,1400.0
2561,0,4,2,350
2561,0,4,3,
2561,0,4,4,1.0
2561,0,4,5,1.0
2561,0,4,6,1.0
2561,0,5,1,1400.0
2561,0,5,2,350
2561,0,5,3,
2561,0,5,4,1.0
2561,0,5,5,1.0
2561,0,5,6,1.0
2561,0,6,1,1400.0
2561,0,6,2,350
2561,0,6,3,
2561,0,6,4,1.0
2561,0,6,5,1.0
2561,0,6,6,1.0
2561,0,7,1,1400.0
2561,0,7,2,350
2561,0,7,3,
2561,0,7,4,1.0
2561,0,7,5,1.0
2561,0,7,6,1.0
2561,1,0,1,1400.0
2561,1,0,2,350
2561,1,0,3,
2561,1,0,4,1.0
2561,1,0,5,1.0
2561,1,0,6,1.0
2561,1,1,1,1400.0
2561,1,1,2,350
2561,1,1,3,
2561,1,1,4,1.0
2561,1,1,5,1.0
2561,1,1,6,1.0
2561,1,2,1,1400.0
2561,1,2,2,350
2561,1,2,3,
2561,1,2,4,1.0
2561,1,2,5,1.0
2561,1,2,6,1.0
2561,1,3,1,1400.0
2561,1,3,2,350
2561,1,3,3,
2561,1,3,4,1.0
2561,1,3,5,1.0
2561,1,3,6,1.0
2561,1,4,1,1400.0
2561,1,4,2,350
2561,1,4,3,
2561,1,4,4,1.0
2561,1,4,5,1.0
2561,1,4,6,1.0
2561,1,5,1,1400.0
2561,1,5,2,350
2561,1,5,3,
2561,1,5,4,1.0
2561,1,5,5,1.0
2561,1,5,6,1.0
2561,1,6,1,1400.0
2561,1,6,2,350
2561,1,6,3,
2561,1,6,4,1.0
2561,1,6,5,1.0
2561,1,6,6,1.0
2561,1,7,1,1400.0
2561,1,7,2,350
2561,1,7,3,
2561,1,7,4,1.0
2561,1,7,5,1.0
2561,1,7,6,1.0
2561,2,0,1,1400.0
2561,2,0,2,350
2561,2,0,3,
2561,2,0,4,1.0
2561,2,0,5,1.0
2561,2,0,6,1.0
2561,2,1,1,1400.0
2561,2,1,2,350
2561,2,1,3,
2561,2,1,4,1.0
2561,2,1,5,1.0
2561,2,1,6,1.0
2561,2,2,1,1400.0
2561,2,2,2,350
2561,2,2,3,
2561,2,2,4,1.0
2561,2,2,5,1.0
2561,2,2,6,1.0
2561,2,3,1,1400.0
2561,2,3,2,350
2561,2,3,3,
2561,2,3,4,1.0
2561,2,3,5,1.0
2561,2,3,6,1.0
2561,2,4,1,1400.0
2561,2,4,2,350
2561,2,4,3,
2561,2,4,4,1.0
2561,2,4,5,1.0
2561,2,4,6,1.0
2561,2,5,1,1400.0
2561,2,5,2,350
2561,2,5,3,
2561,2,5,4,1.0
2561,2,5,5,1.0
2561,2,5,6,1.0
2561,2,6,1,1400.0
2561,2,6,2,350
2561,2,6,3,
2561,2,6,4,1.0
2561,2,6,5,1.0
2561,2,6,6,1.0
2561,2,7,1,1400.0
2561,2,7,2,350
2561,2,7,3,
2561,2,7,4,1.0
2561,2,7,5,1.0
2561,2,7,6,1.0
2561,3,0,1,1400.0
2561,3,0,2,350
2561,3,0,3,
2561,3,0,4,1.0
2561,3,0,5,1.0
2561,3,0,6,1.0
2561,3,1,1,1400.0
2561,3,1,2,350
2561,3,1,3,
2561,3,1,4,1.0
2561,3,1,5,1.0
2561,3,1,6,1.0
2561,3,2,1,1400.0
2561,3,2,2,350
2561,3,2,3,
2561,3,2,4,1.0
2561,3,2,5,1.0
2561,3,2,6,1.0
2561,3,3,1,1400.0
2561,3,3,2,350
2561,3,3,3,
2561,3,3,4,1.0
2561,3,3,5,1.0
2561,3,3,6,1.0
2561,3,4,1,1400.0
2561,3,4,2,350
2561,3,4,3,
2561,3,4,4,1.0
2561,3,4,5,1.0
2561,3,4,6,1.0
2561,3,5,1,1400.0
2561,3,5,2,350
2561,3,5,3,
2561,3,5,4,1.0
2561,3,5,5,1.0
2561,3,5,6,1.0
2561,3,6,1,1400.0
2561,3,6,2,350
2561,3,6,3,
2561,3,6,4,1.0
2561,3,6,5,1.0
2561,3,6,6,1.0
2561,3,7,1,1400.0
2561,3,7,2,350
2561,3,7,3,
2561,3,7,4,1.0
2561,3,7,5,1.0
2561,3,7,6,1.0
7135,0,0,1,2200.0
7135,0,0,2,550
7135,0,0,3,
7135,0,0,4,1.0
7135,0,0,5,1.0
7135,0,0,6,
7135,1,0,1,2200.0
7135,1,0,2,550
7135,1,0,3,
7135,1,0,4,1.0
7135,1,0,5,1.0
7135,1,0,6,
7135,2,0,1,2200.0
7135,2,0,2,550
7135,2,0,3,
7135,2,0,4,1.0
7135,2,0,5,1.0
7135,2,0,6,
7135,3,0,1,2200.0
7135,3,0,2,550
7135,3,0,3,
7135,3,0,4,1.0
7135,3,0,5,1.0
7135,3,0,6,
7135,4,0,1,2200.0
7135,4,0,2,550
7135,4,0,3,
7135,4,0,4,1.0
7135,4,0,5,1.0
7135,4,0,6,
7135,5,0,1,2200.0
7135,5,0,2,550
7135,5,0,3,
7135,5,0,4,1.0
7135,5,0,5,1.0
7135,5,0,6,
7135,6,0,1,2200.0
7135,6,0,2,550
7135,6,0,3,
7135,6,0,4,1.0
7135,6,0,5,1.0
7135,6,0,6,
7135,7,0,1,2200.0
7135,7,0,2,550
7135,7,0,3,
7135,7,0,4,1.0
7135,7,0,5,1.0
7135,7,0,6,
3622,0,0,1,730.0
3622,0,0,2,182
3622,0,0,3,
3622,0,0,4,1.0
3622,0,0,5,1.0
3622,0,0,6,1.0
3622,0,1,1,730.0
3622,0,1,2,182
3622,0,1,3,
3622,0,1,4,1.0
3622,0,1,5,1.0
3622,0,1,6,1.0
3622,0,2,1,730.0
3622,0,2,2,182
3622,0,2,3,
3622,0,2,4,1.0
3622,0,2,5,1.0
3622,0,2,6,1.0
3622,0,3,1,730.0
3622,0,3,2,182
3622,0,3,3,
3622,0,3,4,1.0
3622,0,3,5,1.0
3622,0,3,6,1.0
3622,1,0,1,730.0
3622,1,0,2,182
3622,1,0,3,
3622,1,0,4,1.0
3622,1,0,5,1.0
3622,1,0,6,1.0
3622,1,1,1,730.0
3622,1,1,2,182
3622,1,1,3,
3622,1,1,4,1.0
3622,1,1,5,1.0
3622,1,1,6,1.0
3622,1,2,1,730.0
3622,1,2,2,182
3622,1,2,3,
3622,1,2,4,1.0
3622,1,2,5,1.0
3622,1,2,6,1.0
3622,1,3,1,730.0
3622,1,3,2,182
3622,1,3,3,
3622,1,3,4,1.0
3622,1,3,5,1.0
3622,1,3,6,1.0
3622,2,0,1,730.0
3622,2,0,2,182
3622,2,0,3,
3622,2,0,4,1.0
3622,2,0,5,1.0
3622,2,0,6,1.0
3622,2,1,1,730.0
3622,2,1,2,182
3622,2,1,3,
3622,2,1,4,1.0
3622,2,1,5,1.0
3622,2,1,6,1.0
3622,2,2,1,730.0
3622,2,2,2,182
3622,2,2,3,
3622,2,2,4,1.0
3622,2,2,5,1.0
3622,2,2,6,1.0
3622,2,3,1,730.0
3622,2,3,2,182
3622,2,3,3,
3622,2,3,4,1.0
3622,2,3,5,1.0
3622,2,3,6,1.0
3622,3,0,1,730.0
3622,3,0,2,182
3622,3,0,3,
3622,3,0,4,1.0
3622,3,0,5,1.0
3622,3,0,6,1.0
3622,3,1,1,730.0
3622,3,1,2,182
3622,3,1,3,
3622,3,1,4,1.0
3622,3,1,5,1.0
3622,3,1,6,1.0
3622,3,2,1,730.0
3622,3,2,2,182
3622,3,2,3,
3622,3,2,4,1.0
3622,3,2,5,1.0
3622,3,2,6,1.0
3622,3,3,1,730.0
3622,3,3,2,182
3622,3,3,3,
3622,3,3,4,1.0
3622,3,3,5,1.0
3622,3,3,6,1.0
7527,0,0,1,
7527,0,0,2,2880
7527,0,0,3,
7527,0,0,4,1.5
7527,0,0,5,1.5
7527,0,0,6,4.0
7527,1,0,1,
7527,1,0,2,2880
7527,1,0,3,
7527,1,0,4,1.5
7527,1,0,5,1.5
7527,1,0,6,4.0
7527,2,0,1,
7527,2,0,2,2880
7527,2,0,3,
7527,2,0,4,1.5
7527,2,0,5,1.5
7527,2,0,6,4.0
7527,3,0,1,
7527,3,0,2,2880
7527,3,0,3,
7527,3,0,4,1.5
7527,3,0,5,1.5
7527,3,0,6,4.0
7527,4,0,1,
7527,4,0,2,2880
7527,4,0,3,
7527,4,0,4,1.5
7527,4,0,5,1.5
7527,4,0,6,4.0
7527,5,0,1,
7527,5,0,2,2880
7527,5,0,3,
7527,5,0,4,1.5
7527,5,0,5,1.5
7527,5,0,6,4.0
7527,6,0,1,
7527,6,0,2,2880
7527,6,0,3,
7527,6,0,4,1.5
7527,6,0,5,1.5
7527,6,0,6,4.0
1447,0,0,1,
1447,0,0,2,15000
1447,0,0,3,
1447,0,0,4,2.0
1447,0,0,5,2.0
1447,0,0,6,
7529,0,0,1,920.0
7529,0,0,2,230
7529,0,0,3,
7529,0,0,4,1.0
7529,0,0,5,1.0
7529,0,0,6,
7529,1,0,1,920.0
7529,1,0,2,230
7529,1,0,3,
7529,1,0,4,1.0
7529,1,0,5,1.0
7529,1,0,6,
7529,2,0,1,920.0
7529,2,0,2,230
7529,2,0,3,
7529,2,0,4,1.0
7529,2,0,5,1.0
7529,2,0,6,
7529,3,0,1,920.0
7529,3,0,2,230
7529,3,0,3,
7529,3,0,4,1.0
7529,3,0,5,1.0
7529,3,0,6,
7529,4,0,1,920.0
7529,4,0,2,230
7529,4,0,3,
7529,4,0,4,1.0
7529,4,0,5,1.0
7529,4,0,6,
7529,5,0,1,920.0
7529,5,0,2,230
7529,5,0,3,
7529,5,0,4,1.0
7529,5,0,5,1.0
7529,5,0,6,
4014,0,0,1,1900.0
4014,0,0,2,475
4014,0,0,3,
4014,0,0,4,1.0
4014,0,0,5,1.0
4014,0,0,6,
4014,1,0,1,1900.0
4014,1,0,2,475
4014,1,0,3,
4014,1,0,4,1.0
4014,1,0,5,1.0
4014,1,0,6,
4014,2,0,1,1900.0
4014,2,0,2,475
4014,2,0,3,
4014,2,0,4,1.0
4014,2,0,5,1.0
4014,2,0,6,
4014,3,0,1,1900.0
4014,3,0,2,475
4014,3,0,3,
4014,3,0,4,1.0
4014,3,0,5,1.0
4014,3,0,6,
4014,4,0,1,1900.0
4014,4,0,2,475
4014,4,0,3,
4014,4,0,4,1.0
4014,4,0,5,1.0
4014,4,0,6,
4014,5,0,1,1900.0
4014,5,0,2,475
4014,5,0,3,
4014,5,0,4,1.0
4014,5,0,5,1.0
4014,5,0,6,
4014,6,0,1,1900.0
4014,6,0,2,475
4014,6,0,3,
4014,6,0,4,1.0
4014,6,0,5,1.0
4014,6,0,6,
4014,7,0,1,1900.0
4014,7,0,2,475
4014,7,0,3,
4014,7,0,4,1.0
4014,7,0,5,1.0
4014,7,0,6,
1177,0,0,1,2300.0
1177,0,0,2,575
1177,0,0,3,
1177,0,0,4,2.0
1177,0,0,5,1.0
1177,0,0,6,
1177,1,0,1,2300.0
1177,1,0,2,575
1177,1,0,3,
1177,1,0,4,2.0
1177,1,0,5,1.0
1177,1,0,6,
1177,2,0,1,2300.0
1177,2,0,2,575
1177,2,0,3,
1177,2,0,4,2.0
1177,2,0,5,1.0
1177,2,0,6,
12369,0,0,1,2600.0
12369,0,0,2,650
12369,0,0,3,
12369,0,0,4,2.0
12369,0,0,5,1.0
12369,0,0,6,
8031,0,0,1,
8031,0,0,2,11700
8031,0,0,3,
8031,0,0,4,3.0
8031,0,0,5,3.0
8031,0,0,6,7.0
8031,1,0,1,
8031,1,0,2,11700
8031,1,0,3,
8031,1,0,4,3.0
8031,1,0,5,3.0
8031,1,0,6,7.0
8031,2,0,1,
8031,2,0,2,11700
8031,2,0,3,
8031,2,0,4,3.0
8031,2,0,5,3.0
8031,2,0,6,7.0
8031,3,0,1,
8031,3,0,2,11700
8031,3,0,3,
8031,3,0,4,3.0
8031,3,0,5,3.0
8031,3,0,6,7.0
4135,0,0,1,3500.0
4135,0,0,2,875
4135,0,0,3,
4135,0,0,4,2.0
4135,0,0,5,1.0
4135,0,0,6,
4135,1,0,1,3500.0
4135,1,0,2,875
4135,1,0,3,
4135,1,0,4,2.0
4135,1,0,5,1.0
4135,1,0,6,
4135,2,0,1,3500.0
4135,2,0,2,875
4135,2,0,3,
4135,2,0,4,2.0
4135,2,0,5,1.0
4135,2,0,6,
4135,3,0,1,3500.0
4135,3,0,2,875
4135,3,0,3,
4135,3,0,4,2.0
4135,3,0,5,1.0
4135,3,0,6,
7838,0,0,1,
7838,0,0,2,450
7838,0,0,3,
7838,0,0,4,2.0
7838,0,0,5,1.0
7838,0,0,6,
3499,0,0,1,
3499,0,0,2,9000
3499,0,0,3,
3499,0,0,4,3.0
3499,0,0,5,1.0
3499,0,0,6,7.0
3499,1,0,1,
3499,1,0,2,9000
3499,1,0,3,
3499,1,0,4,3.0
3499,1,0,5,1.0
3499,1,0,6,7.0
3499,2,0,1,
3499,2,0,2,9000
3499,2,0,3,
3499,2,0,4,3.0
3499,2,0,5,1.0
3499,2,0,6,7.0
3499,3,0,1,
3499,3,0,2,9000
3499,3,0,3,
3499,3,0,4,3.0
3499,3,0,5,1.0
3499,3,0,6,7.0
3499,4,0,1,
3499,4,0,2,9000
3499,4,0,3,
3499,4,0,4,3.0
3499,4,0,5,1.0
3499,4,0,6,7.0
3499,5,0,1,
3499,5,0,2,9000
3499,5,0,3,
3499,5,0,4,3.0
3499,5,0,5,1.0
3499,5,0,6,7.0
3499,6,0,1,
3499,6,0,2,9000
3499,6,0,3,
3499,6,0,4,3.0
3499,6,0,5,1.0
3499,6,0,6,7.0
3502,0,0,1,
3502,0,0,2,9000
3502,0,0,3,
3502,0,0,4,2.0
3502,0,0,5,2.0
3502,0,0,6,8.0
3502,0,1,1,
3502,0,1,2,9000
3502,0,1,3,
3502,0,1,4,2.0
3502,0,1,5,2.0
3502,0,1,6,8.0
3502,0,2,1,
3502,0,2,2,9000
3502,0,2,3,
3502,0,2,4,2.0
3502,0,2,5,2.0
3502,0,2,6,8.0
3502,0,3,1,
3502,0,3,2,9000
3502,0,3,3,
3502,0,3,4,2.0
3502,0,3,5,2.0
3502,0,3,6,8.0
3502,1,0,1,
3502,1,0,2,9000
3502,1,0,3,
3502,1,0,4,2.0
3502,1,0,5,2.0
3502,1,0,6,8.0
3502,1,1,1,
3502,1,1,2,9000
3502,1,1,3,
3502,1,1,4,2.0
3502,1,1,5,2.0
3502,1,1,6,8.0
3502,1,2,1,
3502,1,2,2,9000
3502,1,2,3,
3502,1,2,4,2.0
3502,1,2,5,2.0
3502,1,2,6,8.0
3502,1,3,1,
3502,1,3,2,9000
3502,1,3,3,
3502,1,3,4,2.0
3502,1,3,5,2.0
3502,1,3,6,8.0
3502,2,0,1,
3502,2,0,2,9000
3502,2,0,3,
3502,2,0,4,2.0
3502,2,0,5,2.0
3502,2,0,6,8.0
3502,2,1,1,
3502,2,1,2,9000
3502,2,1,3,
3502,2,1,4,2.0
3502,2,1,5,2.0
3502,2,1,6,8.0
3502,2,2,1,
3502,2,2,2,9000
3502,2,2,3,
3502,2,2,4,2.0
3502,2,2,5,2.0
3502,2,2,6,8.0
3502,2,3,1,
3502,2,3,2,9000
3502,2,3,3,
3502,2,3,4,2.0
3502,2,3,5,2.0
3502,2,3,6,8.0
3502,3,0,1,
3502,3,0,2,9000
3502,3,0,3,
3502,3,0,4,2.0
3502,3,0,5,2.0
3502,3,0,6,8.0
3502,3,1,1,
3502,3,1,2,9000
3502,3,1,3,
3502,3,1,4,2.0
3502,3,1,5,2.0
3502,3,1,6,8.0
3502,3,2,1,
3502,3,2,2,9000
3502,3,2,3,
3502,3,2,4,2.0
3502,3,2,5,2.0
3502,3,2,6,8.0
3502,3,3,1,
3502,3,3,2,9000
3502,3,3,3,
3502,3,3,4,2.0
3502,3,3,5,2.0
3502,3,3,6,8.0
3502,4,0,1,
3502,4,0,2,9000
3502,4,0,3,
3502,4,0,4,2.0
3502,4,0,5,2.0
3502,4,0,6,8.0
3502,4,1,1,
3502,4,1,2,9000
3502,4,1,3,
3502,4,1,4,2.0
3502,4,1,5,2.0
3502,4,1,6,8.0
3502,4,2,1,
3502,4,2,2,9000
3502,4,2,3,
3502,4,2,4,2.0
3502,4,2,5,2.0
3502,4,2,6,8.0
3502,4,3,1,
3502,4,3,2,9000
3502,4,3,3,
3502,4,3,4,2.0
3502,4,3,5,2.0
3502,4,3,6,8.0
3502,5,0,1,
3502,5,0,2,9000
3502,5,0,3,
3502,5,0,4,2.0
3502,5,0,5,2.0
3502,5,0,6,8.0
3502,5,1,1,
3502,5,1,2,9000
3502,5,1,3,
3502,5,1,4,2.0
3502,5,1,5,2.0
3502,5,1,6,8.0
3502,5,2,1,
3502,5,2,2,9000
3502,5,2,3,
3502,5,2,4,2.0
3502,5,2,5,2.0
3502,5,2,6,8.0
3502,5,3,1,
3502,5,3,2,9000
3502,5,3,3,
3502,5,3,4,2.0
3502,5,3,5,2.0
3502,5,3,6,8.0
3502,6,0,1,
3502,6,0,2,9000
3502,6,0,3,
3502,6,0,4,2.0
3502,6,0,5,2.0
3502,6,0,6,8.0
3502,6,1,1,
3502,6,1,2,9000
3502,6,1,3,
3502,6,1,4,2.0
3502,6,1,5,2.0
3502,6,1,6,8.0
3502,6,2,1,
3502,6,2,2,9000
3502,6,2,3,
3502,6,2,4,2.0
3502,6,2,5,2.0
3502,6,2,6,8.0
3502,6,3,1,
3502,6,3,2,9000
3502,6,3,3,
3502,6,3,4,2.0
3502,6,3,5,2.0
3502,6,3,6,8.0
3503,0,0,1,
3503,0,0,2,6200
3503,0,0,3,
3503,0,0,4,1.0
3503,0,0,5,1.0
3503,0,0,6,7.0
3503,1,0,1,
3503,1,0,2,6200
3503,1,0,3,
3503,1,0,4,1.0
3503,1,0,5,1.0
3503,1,0,6,7.0
3503,2,0,1,
3503,2,0,2,6200
3503,2,0,3,
3503,2,0,4,1.0
3503,2,0,5,1.0
3503,2,0,6,7.0
3503,3,0,1,
3503,3,0,2,6200
3503,3,0,3,
3503,3,0,4,1.0
3503,3,0,5,1.0
3503,3,0,6,7.0
3503,4,0,1,
3503,4,0,2,6200
3503,4,0,3,
